lat,lon,address,town,name,pop_count,closed
16.3776349,-61.48778370000001,Rue Evremont Gène,Petit-Canal,Ecole maternelle Amédée Fengarol,8057.0,2017
16.2255854,-61.385755700000004,Rue Victor Hugo,Sainte-Anne,Ecole maternelle Paul Lacavé,24653.0,2016
43.21303579999999,2.3491068999999998,6 rue Déodat de Séverac,Carcassonne,Ecole maternelle Paul Lacombe,46724.0,2016
43.2108325,2.4412578999999996,Place de l'Hôtel de Ville,Trèbes,Ecole maternelle Trebes Ville,5410.0,2016
45.0458886,5.0528680999999995,Boulevard Henri Dunant,Romans-sur-Isère,Ecole maternelle Ninon Vallin,33632.0,2016
44.9332277,4.8920810999999995,1 rue Maurice Ravel,Valence,Ecole maternelle Maurice Ravel,61767.0,2016
48.90859715,1.1640740779346699,2 rue Saint-Barthélémy,Thomer-la-Sôgne,Ecole élémentaire de Thomer-la-Sôgne,327.0,2017
49.034658,6.1569029,55 rue Principale,Coin-lès-Cuvry,Ecole élémentaire Le Cèdre Bleu,685.0,2016
49.119696399999995,6.176355200000001,13 rue Christian Pfister,Metz,Ecole maternelle Sablon Au pommier Rose,118634.0,2017
49.3086945,6.587674400000001,23 rue Principale,Heining-lès-Bouzonville,Ecole élémentaire d'Heining-lès-Bouzonville,512.0,2017
48.851978700000004,7.6124713869939695,1 rue de l'Ecole,La Walck,Ecole de la Walck,1130.0,2016
48.3966676,7.4425002000000005,1 chemin de l'Oberberg,Mittelbergheim,Ecole maternelle de Mittelbergheim,658.0,2016
48.455352500000004,7.206870299999999,16 A rue de Schirmeck,Rothau,Ecole maternelle de Rothau,1575.0,2016
43.020213299999995,2.391578,Le village,Villardebelle,Ecole élémentaire de Villardebelle,54.0,2017
45.348473999999996,0.24915460000000003,Le bourg,Palluaud,Ecole élémentaire de Palluaud,239.0,2016
45.6763498,0.2188754,63 rue des Seguins,Ruelle-sur-Touvre,Ecole élémentaire A. Daudet,7357.0,2016
45.7594369,0.1278348,Rue principale,Vars,Ecole maternelle F Dolto,2021.0,2017
46.0316836,0.7211031,Le bourg,Esse,Ecole d'Esse,505.0,2016
48.4231,1.46835,110 avenue M Maunoury,Luisant,Ecole maternelle Jean de la Fontaine,6720.0,2017
49.149292200000005,6.9490582,17 rue de l'Ecole,Bousbach,Ecole maternelle de Bousbach,1149.0,2016
49.1198867,6.287998402696981,5 rue de la Chappé,Montoy-Flanville,Ecole maternelle Les Quatre Saisons,1117.0,2016
49.25150479999999,6.0938369,Rue Saint Exupéry,Rombas,Ecole maternelle Rond Bois,10002.0,2016
47.7569173878324,7.288916684651969,53 rue Principale,Wolfersdorf,Ecole intercommunale,346.0,2016
47.76278129999999,7.1529679,3 rue de la Station,Aspach-le-Bas,Ecole élémentaire des 2 Aspach-Michelbach,1307.0,2017
45.9935688,0.6461785,Le bourg,Ansac-sur-Vienne,Ecole Ratier - Lacouture,856.0,2016
46.01203889999999,0.0795577,Rue du Docteur Feuillet,Villefagnan,Ecole maternelle de Villefagnan,997.0,2016
45.7750157,0.2093391,Le bourg,Anais,Ecole maternelle d'Anais,591.0,2017
48.04060429999999,1.076786,11 Route de Cloyes,Droué,Ecole maternelle de Droué,1013.0,2017
46.0345572,4.0729178,18 rue Lakanal,Roanne,Ecole maternelle Lakanal,35507.0,2016
45.434898700000005,4.3212622000000005,3 rue Louis Comté,Roche-la-Molière,Ecole primaire Centre 1,10093.0,2016
45.4401467,4.3873058,10 rue Docteur Laënnec,Saint-Étienne,Ecole maternelle Guizay,172023.0,2016
48.2422436,7.3799809000000005,163 rue des Prelats,Orschwiller,Ecole maternelle d'Orschwiller,633.0,2017
48.542510899999996,7.7102193,Rue de Sélestat,Ostwald,Ecole maternelle Le Schloessel,11925.0,2016
48.584614,7.750712700000001,2 rue Welsch,Strasbourg,Ecole maternelle Neuhof A,275718.0,2016
48.9012785,7.9757435,2 rue des écoles,Hatten,Ecole maternelle de Hatten,1935.0,2016
48.71944845,7.58331394234607,3 rue de l'Eglise,Gingsheim,Ecole élémentaire de Gingsheim,334.0,2016
46.0205,4.09203,Rue Winston Churchill,Le Coteau,Ecole maternelle plaines,6775.0,2016
46.0345572,4.0729178,4 rue de Bourgogne,Roanne,Ecole maternelle Fontquentin,35507.0,2017
45.4401467,4.3873058,9 allée Rachel,Saint-Étienne,Ecole primaire Montferre,172023.0,2016
45.4401467,4.3873058,17 rue Gounod,Saint-Étienne,Ecole maternelle d'application Montreynaud Gounod,172023.0,2016
45.4401467,4.3873058,10 rue H Dunant,Saint-Étienne,Ecole primaire Beaulieu,172023.0,2017
43.1007714,5.878894799999999,97 avenue Henri Guillaume,La Seyne-sur-Mer,Ecole maternelle Romain Rolland,64523.0,2017
48.9404465,7.0899329,7 rue du Châlet,Sarre-Union,Ecole maternelle Le Petit Prince,2967.0,2016
