CODGEO,LIBGEO,POPULATION
49329,Savennières,1337
49330,Sceaux-d'Anjou,1171
49331,Segré-en-Anjou Bleu,17603
49332,La Séguinière,4041
49333,Seiches-sur-le-Loir,2982
49334,Sermaise,309
49336,Somloire,905
49337,Soucelles,2572
49338,Soulaines-sur-Aubance,1357
49339,Soulaire-et-Bourg,1480
49341,Souzay-Champigny,772
49343,La Tessoualle,3126
49344,Thorigné-d'Anjou,1217
49345,Bellevigne-en-Layon,5783
49347,Tiercé,4323
49352,Toutlemonde,1305
49353,Trélazé,14145
49355,Trémentines,2912
49358,Turquant,593
49359,Les Ulmes,582
49361,Varennes-sur-Loire,1847
49362,Varrains,1231
49364,Vaudelnay,1175
49367,Erdre-en-Anjou,5715
49368,Vernantes,1988
49369,Vernoil-le-Fourrier,1271
49370,Verrie,470
49371,Vezins,1691
49373,Lys-Haut-Layon,7858
49374,Villebernier,1522
49377,Villevêque,2879
49378,Vivy,2574
49381,Yzernay,1850
50002,Agneaux,4036
50003,Agon-Coutainville,2796
50004,Airel,536
50006,Amigny,144
50007,Ancteville,249
50008,Anctoville-sur-Boscq,464
50013,Anneville-en-Saire,397
50014,Anneville-sur-Mer,241
50015,Annoville,666
50016,Appeville,177
50019,Aucey-la-Plaine,439
50021,Audouville-la-Hubert,80
50022,Aumeville-Lestre,127
50023,Auvers,674
50024,Auxais,173
50025,Avranches,7766
50026,Azeville,95
50027,Bacilly,929
50028,La Baleine,92
50029,Barenton,1190
50030,Barfleur,579
50031,Barneville-Carteret,2218
50032,La Barre-de-Semilly,992
50033,Baubigny,152
50034,Baudre,544
50036,Baupte,432
50038,Beauchamps,393
50039,Beaucoudray,141
50040,Beauficel,153
50041,La Hague,11824
50042,Beauvoir,410
50044,Belval,312
50045,Benoîtville,622
50046,Bérigny,422
50048,Beslon,561
50049,Besneville,667
50050,Beuvrigny,134
50052,Beuzeville-la-Bastille,151
50054,Biéville,189
50055,Biniville,116
50058,Blainville-sur-Mer,1634
50059,Blosville,306
50060,La Bloutière,421
50062,Boisyvon,110
50064,La Bonneville,202
50066,Jullouville,2306
50069,Bourguenolles,340
50070,Boutteville,67
50072,Brainville,226
50074,Brécey,2083
50076,Bréhal,3277
50077,Bretteville,1089
50078,Bretteville-sur-Ay,388
50079,Breuville,422
50081,Bréville-sur-Mer,785
50082,Bricquebec-en-Cotentin,5970
50083,Bricquebosq,582
50084,Bricqueville-la-Blouette,561
50085,Bricqueville-sur-Mer,1195
50086,Brillevast,332
50087,Brix,2114
50088,Brouains,146
50089,Brucheville,145
50090,Buais-Les-Monts,641
50092,Cambernon,733
50093,Cametours,431
50094,Camprond,425
50095,Canisy,1776
50096,Canteloup,222
50097,Canville-la-Rocque,134
50098,Carantilly,653
50099,Carentan les Marais,7920
50101,Carneville,238
50102,Carolles,754
50103,Carquebut,335
50105,Catteville,106
50106,Cavigny,246
50107,Catz,141
50108,Céaux,436
50109,Cérences,1877
50110,Cerisy-la-Forêt,979
50111,Cerisy-la-Salle,1060
50112,La Chaise-Baudouin,489
50115,Le Grippon,357
50117,Champeaux,361
50118,Champrepus,335
50120,Chanteloup,354
50121,La Chapelle-Cécelin,238
50124,La Chapelle-Urée,146
50126,Chavoy,126
50129,Cherbourg-en-Cotentin,80616
50130,Chérencé-le-Héron,388
50135,Clitourps,199
50137,La Colombe,621
50138,Colomby,519
50139,Condé-sur-Vire,4082
50140,Contrières,384
50142,Vicq-sur-Mer,1020
50143,Coudeville-sur-Mer,859
50144,Coulouvray-Boisbenâtre,553
50145,Courcy,618
50146,Courtils,221
50147,Coutances,8688
50148,Couvains,482
50149,Couville,1107
50150,Crasville,266
50151,Créances,2201
50152,Les Cresnays,236
50155,Crollon,299
50156,Crosville-sur-Douve,63
50158,Cuves,286
50159,Dangy,647
50160,Denneville,586
50161,Le Dézert,573
50162,Digosville,1511
50164,Domjean,1087
50165,Donville-les-Bains,3152
50166,Doville,317
50167,Dragey-Ronthon,817
50168,Ducey-Les Chéris,2749
50169,Écausseville,100
50172,Émondeville,357
50174,Équilly,194
50175,Éroudeville,237
50176,L'Étang-Bertrand,339
50177,Étienville,375
50178,Fermanville,1317
50181,Feugères,344
50182,La Feuillie,273
50183,Fierville-les-Mines,331
50184,Flamanville,1724
50185,Fleury,1052
50186,Flottemanville,184
50188,Folligny,1079
50190,Fontenay-sur-Mer,181
50192,Fourneaux,150
50193,Le Fresne-Poret,212
50194,Fresville,362
50195,Gathemo,242
50196,Gatteville-le-Phare,489
50197,Gavray,1462
50198,Geffosses,429
50199,Genêts,431
50200,Ger,821
50205,La Godefroy,266
50206,La Gohannière,118
50207,Golleville,175
50208,Gonfreville,149
50209,Gonneville-Le Theil,1574
50210,Gorges,347
50214,Gouvets,268
50215,Gouville sur Mer,2258
50216,Graignes-Mesnil-Angot,784
50217,Le Grand-Celland,575
50218,Granville,13175
50219,Gratot,646
50221,Grimesnil,62
50222,Grosville,787
50223,Guéhébert,121
50225,Le Guislain,128
50227,Le Ham,318
50228,Hambye,1154
50229,Hamelin,98
50230,Hardinvast,877
50231,Hauteville-sur-Mer,689
50232,Hauteville-la-Guichard,469
50233,Hautteville-Bocage,149
50234,La Haye-Bellefond,84
50235,La Haye-d'Ectot,238
50236,La Haye,4014
50237,La Haye-Pesnel,1360
50238,Héauville,479
50239,Thèreval,1785
50240,Helleville,516
50241,Hémevez,182
50243,Heugueville-sur-Sienne,540
50244,Hérenguerville,208
50246,Hiesville,64
50247,Hocquigny,185
50248,Le Hommet-d'Arthenay,395
50251,Huberville,370
50252,Hudimesnil,873
50253,Huisnes-sur-Mer,189
50256,Isigny-le-Buat,3299
50258,Joganville,108
50259,Juilley,688
50260,Juvigny les Vallées,1708
50261,Lamberville,174
50262,La Lande-d'Airou,514
50263,Lapenty,387
50265,Laulne,174
50266,Lengronne,438
50267,Lessay,2253
50268,Lestre,256
50269,Liesville-sur-Douve,203
50270,Lieusaint,423
50271,Lingeard,80
50272,Lingreville,999
50273,Montsenelle,1389
50274,Les Loges-Marchis,1009
50275,Les Loges-sur-Brécey,145
50276,Lolif,559
50277,Longueville,619
50278,Le Loreur,274
50279,Le Lorey,614
50281,La Lucerne-d'Outremer,838
50282,Le Luot,257
50283,La Luzerne,79
50285,Magneville,335
50288,Marcey-les-Grèves,1270
50289,Marchésieux,724
50290,Marcilly,341
50291,Margueray,132
50292,Marigny-Le-Lozon,2626
50294,Martinvast,1248
50295,Maupertuis,132
50296,Maupertus-sur-Mer,221
50297,La Meauffe,1069
50298,Méautis,647
50299,Le Mesnil,217
50300,Le Mesnil-Adelée,170
50301,Le Mesnil-Amand,174
50302,Le Mesnil-Amey,272
50304,Le Mesnil-Aubert,176
50305,Le Mesnil-au-Val,727
50308,Le Mesnilbus,333
50310,Le Mesnil-Eury,178
50311,Le Mesnil-Garnier,232
50312,Le Mesnil-Gilbert,141
50313,Le Mesnil-Herman,139
50315,Le Mesnillard,282
50317,Le Mesnil-Ozenne,259
50320,Le Mesnil-Rogues,155
50321,Le Mesnil-Rouxelin,518
50324,Le Mesnil-Véneron,128
50326,Le Mesnil-Villeman,240
50327,La Meurdraquière,168
50328,Millières,788
50332,Les Moitiers-d'Allonne,661
50334,Montabot,274
50335,Montaigu-la-Brisette,511
50336,Montaigu-les-Bois,233
50338,Montbray,352
50340,Montcuit,183
50341,Montebourg,2082
50342,Montfarville,811
50345,Monthuchon,651
50347,Montjoie-Saint-Martin,252
50348,Montmartin-en-Graignes,588
50349,Montmartin-sur-Mer,1350
50350,Montpinchon,546
50351,Montrabot,73
50352,Montreuil-sur-Lozon,329
50353,Le Mont-Saint-Michel,33
50354,Montsurvent,418
50356,Moon-sur-Elle,849
50357,Morigny,89
50358,Morsalines,201
50359,Mortain-Bocage,3013
50360,Morville,258
50361,La Mouche,246
50362,Moulines,296
50363,Moyon Villages,1528
50364,Muneville-le-Bingard,700
50365,Muneville-sur-Mer,462
50368,Nay,73
50369,Négreville,807
50370,Néhou,611
50371,Le Neufbourg,426
50372,Neufmesnil,201
50373,Neuville-au-Plain,91
50374,Neuville-en-Beaumont,39
50376,Nicorps,418
50378,Notre-Dame-de-Cenilly,675
50379,Notre-Dame-de-Livoye,139
50382,Nouainville,552
50384,Octeville-l'Avenel,211
50387,Orglandes,364
50388,Orval sur Sienne,1168
50389,Ouville,449
50390,Ozeville,156
50391,Grandparigny,2713
50393,Percy-en-Normandie,2609
50394,Périers,2342
50395,La Pernelle,253
50397,Perriers-en-Beauficel,216
50398,Le Perron,215
50399,Le Petit-Celland,210
50400,Picauville,3334
50401,Pierreville,735
50402,Les Pieux,3147
50403,Pirou,1484
50405,Le Plessis-Lastelle,242
50407,Poilley,891
50408,Pontaubault,533
50409,Pont-Hébert,1722
50410,Pontorson,4364
50411,Ponts,615
50412,Portbail,1586
50413,Précey,539
50417,Quettehou,1584
50419,Quettreville-sur-Sienne,1824
50420,Quibou,933
50421,Quinéville,286
50422,Raids,182
50423,Rampan,210
50425,Rauville-la-Bigot,1155
50426,Rauville-la-Place,386
50427,Ravenoville,256
50428,Reffuveille,501
50429,Regnéville-sur-Mer,750
50430,Reigneville-Bocage,39
50431,Remilly Les Marais,1091
50433,Réville,1092
50435,Rocheville,628
50436,Romagny Fontenay,1341
50437,Roncey,817
50438,La Ronde-Haye,357
50442,Le Rozel,250
50443,Sacey,524
50444,Saint-Amand-Villages,2584
50445,Saint-André-de-Bohon,334
50446,Saint-André-de-l'Épine,560
50447,Saint-Aubin-des-Préaux,425
50448,Saint-Aubin-de-Terregatte,685
50449,Saint-Aubin-du-Perron,242
50450,Saint-Barthélemy,328
50451,Saint-Brice,138
50452,Saint-Brice-de-Landelles,689
50453,Sainte-Cécile,829
50454,Saint-Christophe-du-Foc,435
50455,Saint-Clair-sur-l'Elle,944
50456,Saint-Clément-Rancoudray,545
50457,Sainte-Colombe,215
50461,Saint-Cyr,189
50462,Saint-Cyr-du-Bailleul,393
50463,Saint-Denis-le-Gast,549
50464,Saint-Denis-le-Vêtu,618
50467,Saint-Floxel,485
50468,Saint-Fromond,774
50469,Sainte-Geneviève,322
50471,Saint-Georges-de-la-Rivière,280
50472,Saint-Georges-de-Livoye,203
50473,Saint-Georges-d'Elle,397
50474,Saint-Georges-de-Rouelley,562
50475,Saint-Georges-Montcocq,884
50476,Saint-Germain-d'Elle,220
50478,Saint-Germain-de-Tournebut,418
50479,Saint-Germain-de-Varreville,117
50480,Saint-Germain-le-Gaillard,747
50481,Saint-Germain-sur-Ay,911
50482,Saint-Germain-sur-Sèves,195
50483,Saint-Gilles,871
50484,Saint-Hilaire-du-Harcouët,6081
50485,Saint-Hilaire-Petitville,1385
50486,Saint-Jacques-de-Néhou,592
50487,Saint-James,5061
50488,Saint-Jean-de-Daye,617
50489,Saint-Jean-de-la-Haize,499
50490,Saint-Jean-de-la-Rivière,348
50491,Saint-Jean-de-Savigny,428
50492,Saint-Jean-d'Elle,2436
50493,Saint-Jean-des-Champs,1388
50495,Saint-Jean-du-Corail-des-Bois,71
50496,Saint-Jean-le-Thomas,423
50498,Saint-Joseph,792
50499,Saint-Laurent-de-Cuves,485
50500,Saint-Laurent-de-Terregatte,644
50502,Saint-Lô,19301
50503,Saint-Lô-d'Ourville,517
50504,Saint-Louet-sur-Vire,206
50505,Saint-Loup,716
50506,Saint-Malo-de-la-Lande,486
50507,Saint-Marcouf,342
50509,Sainte-Marie-du-Mont,733
50510,Saint-Martin-d'Aubigny,595
50511,Saint-Martin-d'Audouville,134
50512,Saint-Martin-de-Bonfossé,532
50513,Saint-Martin-de-Cenilly,186
50514,Chaulieu,302
50516,Saint-Martin-des-Champs,2327
50517,Saint-Martin-de-Varreville,195
50518,Saint-Martin-le-Bouillant,316
50519,Saint-Martin-le-Gréard,491
50521,Saint-Maur-des-Bois,148
50522,Saint-Maurice-en-Cotentin,263
50523,Sainte-Mère-Église,2550
50524,Saint-Michel-de-la-Pierre,211
50525,Saint-Michel-de-Montjoie,320
50528,Saint-Nicolas-de-Pierrepont,300
50529,Saint-Nicolas-des-Bois,99
50531,Saint-Ovin,768
50532,Saint-Pair-sur-Mer,4025
50533,Saint-Patrice-de-Claids,165
50535,Le Parc,897
50536,Saint-Pierre-d'Arthéglise,132
50537,Saint-Pierre-de-Coutances,422
50538,Saint-Pierre-de-Semilly,444
50539,Saint-Pierre-Église,1795
50540,Saint-Pierre-Langers,565
50541,Saint-Planchers,1351
50542,Saint-Pois,508
50543,Saint-Quentin-sur-le-Homme,1219
50546,Bourgvallées,2553
50548,Saint-Sauveur-de-Pierrepont,138
50549,Saint-Sauveur-la-Pommeraye,346
50550,Saint-Sauveur-Lendelin,1708
50551,Saint-Sauveur-le-Vicomte,2199
50552,Saint-Sébastien-de-Raids,345
50553,Saint-Senier-de-Beuvron,360
50554,Saint-Senier-sous-Avranches,1377
50556,Sainte-Suzanne-sur-Vire,674
50562,Saint-Vaast-la-Hougue,1828
50563,Saint-Vigor-des-Monts,287
50564,Terre-et-Marais,1269
50565,Sartilly-Baie-Bocage,2781
50567,Saussemesnil,910
50568,Saussey,478
50569,Savigny,441
50570,Savigny-le-Vieux,443
50571,Sébeville,29
50572,Sénoville,212
50573,Servigny,196
50574,Servon,274
50575,Sideville,662
50576,Siouville-Hague,1073
50577,Sortosville-en-Beaumont,320
50578,Sortosville,98
50579,Sottevast,1319
50580,Sotteville,485
50581,Soulles,489
50582,Sourdeval,3160
50583,Sourdeval-les-Bois,202
50584,Subligny,367
50585,Surtainville,1199
50587,Taillepied,26
50588,Tamerville,652
50589,Tanis,309
50590,Le Tanu,376
50591,Le Teilleul,1746
50592,Tessy Bocage,1824
50593,Teurthéville-Bocage,595
50594,Teurthéville-Hague,1027
50596,Théville,311
50597,Tirepied,802
50598,Tocqueville,282
50599,Tollevast,1447
50601,Torigny-les-Villes,4352
50603,Tourville-sur-Sienne,787
50604,Tréauville,727
50605,Trelly,662
50606,Tribehou,533
50607,La Trinité,400
50609,Turqueville,157
50610,Urville,204
50612,Vains,741
50613,Valcanville,407
50615,Valognes,6745
50616,Le Val-Saint-Père,2017
50617,Varenguebec,318
50618,Varouville,268
50619,Le Vast,316
50621,Vaudreville,72
50622,Vaudrimesnil,432
50624,La Vendelée,448
50626,Ver,374
50628,Vernix,163
50629,Vesly,715
50633,Le Vicel,126
50634,Videcosville,82
50636,Vierville,38
50637,Villebaudon,324
50639,Villedieu-les-Poêles-Rouffigny,3905
50641,Villiers-Fossard,630
50643,Virandeville,796
50647,Yquelon,1063
50648,Yvetot-Bocage,1115
51001,Ablancourt,157
51002,Saint-Martin-d'Ablois,1450
51003,Aigny,276
51004,Allemanche-Launay-et-Soyer,103
51005,Allemant,158
51006,Alliancelles,139
51007,Ambonnay,976
51008,Ambrières,225
51009,Anglure,861
51010,Angluzelles-et-Courcelles,154
51012,Anthenay,70
51013,Aougny,103
51014,Arcis-le-Ponsart,320
51015,Argers,114
51016,Arrigny,258
51017,Arzillières-Neuville,333
51018,Athis,871
51019,Aubérive,225
51020,Aubilly,50
51022,Aulnay-l'Aître,159
51023,Aulnay-sur-Marne,248
51025,Auménancourt,1007
51027,Auve,290
51028,Avenay-Val-d'Or,988
51029,Avize,1787
51030,Aÿ-Champagne,5765
51031,Baconnes,277
51032,Bagneux,467
51033,Le Baizil,261
51034,Bannay,17
51035,Bannes,300
51036,Barbonne-Fayel,498
51037,Baslieux-lès-Fismes,309
51038,Baslieux-sous-Châtillon,188
51039,Bassu,120
51040,Bassuet,254
51041,Baudement,111
51042,Baye,419
51043,Bazancourt,2041
51044,Beaumont-sur-Vesle,789
51045,Beaunay,113
51046,Beine-Nauroy,1028
51047,Belval-en-Argonne,49
51048,Belval-sous-Châtillon,155
51049,Bergères-lès-Vertus,630
51050,Bergères-sous-Montmirail,121
51051,Berméricourt,198
51052,Berru,533
51053,Berzieux,72
51054,Bétheniville,1281
51055,Bétheny,6663
51056,Bethon,284
51057,Bettancourt-la-Longue,80
51058,Bezannes,1522
51059,Bignicourt-sur-Marne,353
51060,Bignicourt-sur-Saulx,189
51061,Billy-le-Grand,124
51062,Binarville,106
51063,Binson-et-Orquigny,175
51065,Blacy,670
51066,Blaise-sous-Arzillières,341
51068,Blesme,221
51069,Bligny,124
51070,Boissy-le-Repos,226
51071,Bouchy-Saint-Genest,193
51072,Bouilly,188
51073,Bouleuse,207
51074,Boult-sur-Suippe,1701
51075,Bourgogne-Fresne,1391
51076,Boursault,449
51077,Bouvancourt,197
51078,Bouy,552
51079,Bouzy,940
51080,Brandonvillers,179
51081,Branscourt,288
51082,Braux-Sainte-Cohière,95
51083,Braux-Saint-Remy,87
51084,Bréban,86
51085,Le Breuil,393
51086,Breuil,349
51087,Breuvery-sur-Coole,218
51088,Brimont,432
51089,Brouillet,81
51090,Broussy-le-Grand,315
51091,Broussy-le-Petit,127
51092,Broyes,364
51093,Brugny-Vaudancourt,457
51094,Brusson,195
51095,Le Buisson,84
51097,Bussy-le-Château,168
51098,Bussy-le-Repos,136
51099,Bussy-Lettrée,348
51100,La Caure,94
51101,Caurel,631
51102,Cauroy-lès-Hermonville,515
51103,La Celle-sous-Chantemerle,152
51104,Cernay-en-Dormois,155
51105,Cernay-lès-Reims,1359
51106,Cernon,128
51107,Chaintrix-Bierges,323
51108,Châlons-en-Champagne,45268
51109,Châlons-sur-Vesle,199
51110,Chaltrait,62
51111,Chambrecy,144
51112,Chamery,407
51113,Champaubert,131
51115,Champfleury,530
51116,Champguyon,269
51117,Champigneul-Champagne,310
51118,Champigny,1379
51119,Champillon,505
51120,Champlat-et-Boujacourt,169
51121,Champvoisy,254
51122,Changy,120
51124,Chantemerle,46
51125,Chapelaine,47
51126,La Chapelle-Felcourt,52
51127,La Chapelle-Lasson,85
51128,La Chapelle-sous-Orbais,54
51129,Charleville,249
51130,Charmont,218
51132,Les Charmontois,121
51133,Le Châtelier,54
51134,Châtelraould-Saint-Louvent,230
51135,Châtillon-sur-Broué,73
51136,Châtillon-sur-Marne,714
51137,Châtillon-sur-Morin,203
51138,Châtrices,34
51139,Chaudefontaine,328
51140,Chaumuzy,383
51141,La Chaussée-sur-Marne,812
51142,Chavot-Courcourt,354
51143,Le Chemin,53
51144,Cheminon,617
51145,Chenay,240
51146,Cheniers,113
51147,La Cheppe,328
51148,Cheppes-la-Prairie,176
51149,Chepy,427
51150,Cherville,79
51151,Chichey,173
51152,Chigny-les-Roses,562
51153,Chouilly,1017
51154,Clamanges,212
51155,Clesles,630
51156,Cloyes-sur-Marne,137
51157,Coizard-Joches,76
51158,Val-des-Marais,567
51160,Compertrix,1528
51161,Condé-sur-Marne,815
51162,Conflans-sur-Seine,665
51163,Congy,251
51164,Connantray-Vaurefroy,176
51165,Connantre,1108
51166,Contault,65
51167,Coole,145
51168,Coolus,218
51169,Corbeil,93
51170,Corfélix,111
51171,Cormicy,1458
51172,Cormontreuil,6369
51173,Cormoyeux,118
51174,Corribert,57
51175,Corrobert,201
51176,Corroy,161
51177,Coulommes-la-Montagne,218
51178,Coupetz,75
51179,Coupéville,170
51181,Courcelles-Sapicourt,358
51182,Courcemain,112
51183,Courcy,1034
51184,Courdemanges,391
51185,Courgivaux,314
51186,Courjeonnet,48
51187,Courlandon,293
51188,Courmas,204
51190,Courtagnon,63
51191,Courtémont,64
51192,Courthiézy,363
51193,Courtisols,2453
51194,Courville,465
51195,Couvrot,885
51196,Cramant,875
51197,La Croix-en-Champagne,80
51198,Crugny,627
51199,Cuchery,406
51200,Cuis,398
51201,Cuisles,142
51202,Cumières,776
51203,Cuperly,237
51204,Damery,1448
51205,Dampierre-au-Temple,269
51206,Dampierre-le-Château,102
51208,Dampierre-sur-Moivre,112
51210,Dizy,1551
51211,Dommartin-Dampierre,74
51212,Dommartin-Lettrée,152
51213,Dommartin-sous-Hans,54
51214,Dommartin-Varimont,142
51215,Dompremy,154
51216,Dontrien,243
51217,Dormans,2929
51218,Val-de-Vière,129
51219,Drosnay,204
51220,Drouilly,137
51222,Éclaires,93
51223,Écollemont,56
51224,Écriennes,172
51225,Écueil,307
51226,Écury-le-Repos,63
51227,Écury-sur-Coole,489
51228,Élise-Daucourt,103
51229,Épense,128
51230,Épernay,23169
51231,L'Épine,599
51232,Époye,439
51233,Escardes,94
51234,Esclavolles-Lurey,596
51235,Les Essarts-lès-Sézanne,263
51236,Les Essarts-le-Vicomte,148
51237,Esternay,1945
51238,Étoges,448
51239,Étréchy,108
51240,Étrepy,140
51241,Euvy,85
51242,Fagnières,4748
51243,Faux-Fresnay,340
51244,Faux-Vésigneul,247
51245,Faverolles-et-Coëmy,555
51246,Favresse,223
51247,Fèrebrianges,164
51248,Fère-Champenoise,2189
51249,Festigny,409
51250,Fismes,5434
51251,Flavigny,166
51252,Fleury-la-Rivière,515
51253,Florent-en-Argonne,251
51254,Fontaine-Denis-Nuisy,235
51255,Fontaine-en-Dormois,22
51256,Fontaine-sur-Ay,342
51258,La Forestière,225
51259,Francheville,211
51260,Le Fresne,74
51262,Frignicourt,1870
51263,Fromentières,380
51264,Le Gault-Soigny,544
51265,Gaye,593
51266,Germaine,510
51267,Germigny,187
51268,Germinon,174
51269,Giffaumont-Champaubert,267
51270,Gigny-Bussy,226
51271,Gionges,218
51272,Givry-en-Argonne,452
51273,Givry-lès-Loisy,78
51274,Gizaucourt,113
51275,Glannes,192
51276,Gourgançon,160
51277,Sainte-Marie-du-Lac-Nuisement,265
51278,Les Grandes-Loges,270
51279,Granges-sur-Aube,183
51280,Gratreuil,30
51281,Grauves,635
51282,Gueux,1668
51283,Hans,147
51284,Haussignémont,278
51285,Haussimont,141
51286,Hauteville,244
51287,Hautvillers,738
51288,Heiltz-le-Hutier,236
51289,Heiltz-le-Maurupt,420
51290,Heiltz-l'Évêque,303
51291,Hermonville,1476
51292,Herpont,134
51293,Heutrégiville,406
51294,Hourges,81
51295,Huiron,302
51296,Humbauville,81
51298,Igny-Comblizy,393
51299,Isles-sur-Suippe,866
51300,Isle-sur-Marne,104
51301,Isse,121
51302,Les Istres-et-Bury,98
51303,Jâlons,577
51304,Janvilliers,169
51305,Janvry,136
51306,Joiselle,99
51307,Jonchery-sur-Suippe,226
51308,Jonchery-sur-Vesle,1846
51309,Jonquery,123
51310,Jouy-lès-Reims,214
51311,Jussecourt-Minecourt,212
51312,Juvigny,934
51313,Lachy,321
51314,Lagery,203
51315,Landricourt,160
51316,Larzicourt,281
51317,Laval-sur-Tourbe,57
51318,Lavannes,623
51319,Lenharrée,93
51320,Leuvrigny,352
51321,Lhéry,82
51322,Lignon,128
51323,Linthelles,109
51324,Linthes,119
51325,Lisse-en-Champagne,123
51326,Livry-Louvercy,1122
51327,Loisy-en-Brie,209
51328,Loisy-sur-Marne,1093
51329,Loivre,1276
51333,Ludes,630
51334,Luxémont-et-Villotte,435
51336,Maffrécourt,56
51337,Magneux,279
51338,Mailly-Champagne,680
51339,Mairy-sur-Marne,548
51340,Maisons-en-Champagne,525
51341,Malmy,34
51342,Mancy,257
51343,Marcilly-sur-Seine,646
51344,Mardeuil,1539
51345,Mareuil-en-Brie,265
51346,Mareuil-le-Port,1190
51348,Marfaux,140
51349,Margerie-Hancourt,199
51350,Margny,114
51351,Marigny,108
51352,Marolles,903
51353,Marsangis,51
51354,Marson,298
51355,Massiges,49
51356,Matignicourt-Goncourt,141
51357,Matougues,622
51358,Maurupt-le-Montois,578
51359,Mécringes,193
51360,Le Meix-Saint-Epoing,268
51361,Le Meix-Tiercelin,173
51362,Merfy,608
51363,Merlaut,244
51364,Méry-Prémecy,60
51365,Les Mesneux,847
51367,Le Mesnil-sur-Oger,1127
51368,Minaucourt-le-Mesnil-lès-Hurlus,51
51369,Moeurs-Verdey,321
51370,Moiremont,210
51371,Moivre,59
51372,Moncetz-Longevas,539
51373,Moncetz-l'Abbaye,96
51374,Mondement-Montgivroux,37
51375,Montbré,259
51376,Montgenost,160
51377,Montépreux,42
51378,Monthelon,352
51379,Montigny-sur-Vesle,526
51380,Montmirail,3643
51381,Montmort-Lucy,596
51382,Mont-sur-Courville,133
51384,Morangis,373
51386,Morsains,129
51387,Moslins,313
51388,Mourmelon-le-Grand,5281
51389,Mourmelon-le-Petit,804
51390,Moussy,735
51391,Muizon,2143
51392,Mutigny,195
51393,Nanteuil-la-Forêt,252
51395,Nesle-la-Reposte,101
51396,Nesle-le-Repons,157
51397,La Neuville-aux-Bois,152
51398,La Neuville-aux-Larris,161
51399,La Neuville-au-Pont,553
51402,Neuvy,234
51403,Nogent-l'Abbesse,558
51404,Noirlieu,105
51406,Norrois,148
51407,La Noue,396
51409,Nuisement-sur-Coole,345
51410,Oeuilly,621
51411,Oger,561
51412,Ognes,68
51413,Oiry,836
51414,Olizy,163
51415,Omey,220
51416,Orbais-l'Abbaye,583
51417,Orconte,415
51418,Ormes,447
51419,Outines,136
51420,Outrepont,88
51421,Oyes,71
51422,Pargny-lès-Reims,445
51423,Pargny-sur-Saulx,1912
51424,Passavant-en-Argonne,212
51425,Passy-Grigny,379
51426,Péas,67
51428,Les Petites-Loges,490
51429,Pévy,218
51430,Pierre-Morains,100
51431,Pierry,1184
51432,Pleurs,885
51433,Plichancourt,243
51434,Plivot,757
51435,Pocancy,168
51436,Pogny,924
51437,Poilly,95
51438,Poix,74
51439,Pomacle,436
51440,Pontfaverger-Moronvilliers,1743
51441,Ponthion,113
51442,Possesse,167
51443,Potangis,121
51444,Pouillon,496
51445,Pourcy,177
51446,Pringy,411
51447,Prosnes,496
51448,Prouilly,563
51449,Prunay,1031
51450,Puisieulx,411
51451,Queudes,99
51452,Rapsécourt,34
51453,Recy,1042
51454,Reims,184076
51455,Reims-la-Brûlée,235
51456,Remicourt,56
51457,Reuil,288
51458,Reuves,73
51459,Réveillon,105
51460,Rieux,197
51461,Rilly-la-Montagne,1013
51463,Les Rivières-Henruel,177
51464,Romain,329
51465,Romery,157
51466,Romigny,210
51468,Rosnay,338
51469,Rouffy,113
51470,Rouvroy-Ripont,9
51471,Sacy,379
51472,Saint-Amand-sur-Fion,1043
51473,Saint-Bon,112
51474,Saint-Brice-Courcelles,3433
51475,Saint-Chéron,63
51476,Saint-Étienne-au-Temple,813
51477,Saint-Étienne-sur-Suippe,310
51478,Saint-Eulien,464
51479,Saint-Euphraise-et-Clairizet,231
51480,Sainte-Gemme,141
51482,Saint-Germain-la-Ville,666
51483,Saint-Gibrien,507
51484,Saint-Gilles,283
51485,Saint-Hilaire-au-Temple,331
51486,Saint-Hilaire-le-Grand,341
51487,Saint-Hilaire-le-Petit,344
51488,Saint-Imoges,314
51489,Saint-Jean-devant-Possesse,32
51490,Saint-Jean-sur-Moivre,202
51491,Saint-Jean-sur-Tourbe,99
51492,Saint-Just-Sauvage,1508
51493,Saint-Léonard,109
51495,Saint-Loup,83
51496,Saint-Lumier-en-Champagne,262
51497,Saint-Lumier-la-Populeuse,47
51498,Saint-Mard-sur-Auve,65
51499,Saint-Mard-lès-Rouffy,165
51500,Saint-Mard-sur-le-Mont,124
51501,Sainte-Marie-à-Py,198
51502,Saint-Martin-aux-Champs,97
51503,Saint-Martin-l'Heureux,84
51504,Saint-Martin-sur-le-Pré,771
51505,Saint-Masmes,450
51506,Saint-Memmie,5586
51507,Sainte-Menehould,4164
51508,Saint-Ouen-Domprot,203
51509,Saint-Pierre,289
51510,Saint-Quentin-les-Marais,137
51511,Saint-Quentin-le-Verger,120
51512,Saint-Quentin-sur-Coole,90
51513,Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson,526
51514,Saint-Remy-sous-Broyes,105
51515,Saint-Remy-sur-Bussy,343
51516,Saint-Saturnin,58
51517,Saint-Souplet-sur-Py,131
51518,Saint-Thierry,645
51519,Saint-Thomas-en-Argonne,37
51520,Saint-Utin,87
51521,Saint-Vrain,226
51522,Sapignicourt,397
