CODGEO,LIBGEO,POPULATION
13097,Saint-Martin-de-Crau,13673
13098,Saint-Mitre-les-Remparts,5912
13099,Saint-Paul-lès-Durance,841
13100,Saint-Rémy-de-Provence,9775
13101,Saint-Savournin,3315
13102,Saint-Victoret,6550
13103,Salon-de-Provence,44836
13104,Sausset-les-Pins,7624
13105,Sénas,7022
13106,Septèmes-les-Vallons,10721
13107,Simiane-Collongue,5584
13108,Tarascon,15056
13109,Le Tholonet,2376
13110,Trets,10963
13111,Vauvenargues,1023
13112,Velaux,8876
13113,Venelles,8352
13114,Ventabren,5278
13115,Vernègues,1701
13116,Verquières,816
13117,Vitrolles,34089
13118,Coudoux,3631
13119,Carnoux-en-Provence,6615
14001,Ablon,1216
14002,Acqueville,190
14003,Agy,281
14005,Valambray,1767
14006,Amayé-sur-Orne,985
14007,Amayé-sur-Seulles,218
14009,Amfreville,1414
14011,Aurseulles,1935
14012,Angerville,139
14013,Angoville,30
14014,Colomby-Anguerny,1137
14015,Anisy,712
14016,Annebault,429
14019,Arganchy,232
14020,Argences,3691
14021,Arromanches-les-Bains,517
14022,Asnelles,597
14023,Asnières-en-Bessin,64
14024,Auberville,503
14025,Aubigny,292
14026,Audrieu,1016
14027,Les Monts d'Aunay,4740
14030,Authie,1570
14032,Les Authieux-sur-Calonne,292
14033,Auvillars,242
14034,Avenay,549
14035,Balleroy-sur-Drôme,1417
14036,Banneville-la-Campagne,166
14037,Malherbe-sur-Ajon,531
14038,Banville,746
14039,Barbery,819
14040,Barbeville,173
14041,Barneville-la-Bertran,130
14042,Baron-sur-Odon,895
14043,Barou-en-Auge,82
14044,Basly,1152
14045,Basseneville,261
14046,Bavent,1768
14047,Bayeux,13656
14049,Bazenville,140
14050,La Bazoque,185
14053,Beaumais,178
14054,Beaumesnil,207
14055,Beaumont-en-Auge,413
14057,Bellengreville,1520
14059,Benerville-sur-Mer,457
14060,Bénouville,2099
14061,Souleuvre en Bocage,8762
14062,Bény-sur-Mer,445
14063,Bernesq,193
14064,Bernières-d'Ailly,255
14066,Bernières-sur-Mer,2337
14068,Biéville-Beuville,3144
14069,Beuvillers,1378
14070,Beuvron-en-Auge,194
14076,Blainville-sur-Orne,5610
14077,Blangy-le-Château,687
14078,Blay,386
14079,Blonville-sur-Mer,1516
14080,Le Bô,110
14082,La Boissière,194
14083,Bonnebosq,698
14084,Bonnemaison,402
14085,Bonneville-la-Louvet,741
14086,Bonneville-sur-Touques,365
14087,Bonnoeil,140
14088,Bons-Tassilly,393
14089,Bougy,405
14090,Boulon,653
14091,Bourgeauville,110
14092,Bourguébus,1843
14093,Branville,212
14096,Brémoy,223
14097,Bretteville-le-Rabet,297
14098,Thue et Mue,5607
14100,Bretteville-sur-Laize,1812
14101,Bretteville-sur-Odon,3823
14102,Le Breuil-en-Auge,1023
14103,Le Breuil-en-Bessin,424
14104,Le Brévedent,172
14106,Bréville-les-Monts,645
14107,Bricqueville,176
14110,Brucourt,126
14111,Bucéels,373
14116,Le Bû-sur-Rouvres,101
14117,Cabourg,3664
14118,Caen,106260
14119,Cagny,1718
14120,Cahagnes,1401
14121,Cahagnolles,255
14122,La Caine,147
14123,Cairon,1947
14124,La Cambe,589
14125,Cambes-en-Plaine,1690
14126,Cambremer,1166
14127,Campagnolles,514
14130,Campigny,191
14131,Canapville,219
14132,Canchy,203
14134,Canteloup,186
14135,Carcagny,283
14136,Cardonville,107
14137,Carpiquet,2401
14138,Cartigny-l'Épinay,306
14140,Castillon,334
14141,Castillon-en-Auge,169
14143,Caumont-sur-Aure,2373
14145,Cauvicourt,492
14146,Cauville,156
14147,Cernay,147
14149,Cesny-aux-Vignes,449
14150,Cesny-Bois-Halbout,593
14159,Chouain,225
14160,Cintheaux,194
14161,Clarbec,370
14162,Clécy,1243
14163,Cléville,370
14165,Colleville-sur-Mer,182
14166,Colleville-Montgomery,2371
14167,Colombelles,6513
14168,Colombières,211
14169,Colombiers-sur-Seulles,165
14171,Combray,152
14172,Commes,392
14173,Condé-sur-Ifs,481
14174,Condé-en-Normandie,6834
14175,Condé-sur-Seulles,301
14177,Coquainvilliers,867
14179,Cordebugle,143
14180,Cordey,149
14181,Cormelles-le-Royal,4829
14182,Cormolain,411
14183,Cossesseville,97
14184,Cottun,209
14185,Coudray-Rabut,321
14190,Courcy,144
14191,Courseulles-sur-Mer,4118
14193,Courtonne-la-Meurdrac,676
14194,Courtonne-les-Deux-Églises,666
14195,Courvaudon,230
14196,Crépon,218
14197,Cresserons,1171
14198,Cresseveuille,262
14200,Creully sur Seulles,2368
14202,Cricqueboeuf,303
14203,Cricqueville-en-Auge,185
14204,Cricqueville-en-Bessin,190
14205,Cristot,207
14206,Crocy,314
14207,Croisilles,643
14209,Crouay,532
14211,Culey-le-Patry,352
14214,Cussy,177
14215,Cuverville,2060
14216,Damblainville,233
14218,Danestal,369
14220,Deauville,3701
14221,Démouville,3222
14223,Le Détroit,89
14224,Deux-Jumeaux,60
14225,Dives-sur-Mer,5733
14226,Donnay,261
14227,Douville-en-Auge,217
14228,Douvres-la-Délivrande,5190
14229,Dozulé,2283
14230,Drubec,114
14231,Beaufour-Druval,438
14232,Ducy-Sainte-Marguerite,151
14236,Ellon,468
14237,Émiéville,582
14238,Englesqueville-en-Auge,116
14239,Englesqueville-la-Percée,96
14240,Épaney,526
14241,Épinay-sur-Odon,626
14242,Épron,1636
14243,Équemauville,1423
14244,Eraines,342
14245,Ernes,334
14246,Escoville,812
14248,Espins,229
14249,Esquay-Notre-Dame,1438
14250,Esquay-sur-Seulles,308
14251,Esson,520
14252,Estrées-la-Campagne,243
14254,Éterville,1580
14256,Étréham,336
14257,Évrecy,2024
14258,Falaise,8245
14260,Fauguernon,249
14261,Le Faulq,344
14266,Feuguerolles-Bully,1418
14269,Fierville-les-Parcs,204
14270,Firfol,428
14271,Fleury-sur-Orne,4744
14272,La Folie,109
14273,La Folletière-Abenon,137
14274,Fontaine-Étoupefour,2243
14275,Fontaine-Henry,473
14276,Fontaine-le-Pin,360
14277,Fontenay-le-Marmion,1887
14278,Fontenay-le-Pesnel,1177
14280,Formentin,247
14281,Formigny La Bataille,720
14282,Foulognes,198
14283,Fourches,225
14284,Fourneaux-le-Val,163
14285,Le Fournet,58
14286,Fourneville,506
14287,Frénouville,1979
14288,Le Fresne-Camilly,850
14289,Fresné-la-Mère,639
14290,Fresney-le-Puceux,803
14291,Fresney-le-Vieux,273
14293,Fumichon,284
14294,Garcelles-Secqueville,854
14297,Gavrus,555
14298,Géfosse-Fontenay,142
14299,Genneville,791
14300,Gerrots,55
14301,Giberville,5000
14302,Glanville,175
14303,Glos,931
14304,Gonneville-sur-Honfleur,860
14305,Gonneville-sur-Mer,685
14306,Gonneville-en-Auge,400
14307,Goupillières,178
14308,Goustranville,181
14309,Gouvix,811
14310,Grainville-Langannerie,738
14311,Grainville-sur-Odon,1017
14312,Grandcamp-Maisy,1628
14316,Grangues,240
14318,Graye-sur-Mer,627
14319,Grentheville,874
14320,Grimbosq,294
14322,Guéron,248
14325,Hermanville-sur-Mer,3019
14326,Hermival-les-Vaux,826
14327,Hérouville-Saint-Clair,22460
14328,Hérouvillette,1178
14329,Heuland,80
14332,La Hoguette,719
14333,Honfleur,7454
14334,L'Hôtellerie,311
14335,Hotot-en-Auge,311
14336,Hottot-les-Bagues,480
14337,La Houblonnière,327
14338,Houlgate,1956
14339,Hubert-Folie,361
14341,Ifs,11562
14342,Isigny-sur-Mer,3674
14343,Les Isles-Bardel,67
14344,Janville,359
14345,Jort,300
14346,Juaye-Mondaye,669
14347,Dialan sur Chaîne,1078
14348,Juvigny-sur-Seulles,83
14349,Laize-Clinchamps,1923
14352,Landelles-et-Coupigny,892
14353,Landes-sur-Ajon,406
14354,Langrune-sur-Mer,1709
14355,Ponts sur Seulles,1152
14357,Terres de Druance,957
14358,Léaupartie,91
14360,Leffard,194
14362,Lessard-et-le-Chêne,155
14364,Lingèvres,469
14365,Lion-sur-Mer,2394
14366,Lisieux,20771
14367,Lison,451
14368,Lisores,271
14369,Litteau,280
14370,Le Molay-Littry,3053
14371,Livarot-Pays-d'Auge,6473
14374,Les Loges,116
14375,Les Loges-Saulces,172
14377,Longues-sur-Mer,618
14378,Longueville,304
14379,Longvillers,363
14380,Loucelles,184
14381,Louvagny,62
14383,Louvigny,2788
14384,Luc-sur-Mer,3171
14385,Magny-en-Bessin,162
14389,Maisoncelles-Pelvey,262
14390,Maisoncelles-sur-Ajon,192
14391,Maisons,391
14393,Maizet,334
14394,Maizières,453
14396,Maltot,1071
14397,Mandeville-en-Bessin,348
14398,Manerbe,556
14399,Manneville-la-Pipard,291
14400,Le Manoir,210
14401,Manvieux,131
14402,Le Marais-la-Chapelle,108
14403,Marolles,775
14404,Martainville,120
14405,Martigny-sur-l'Ante,311
14406,Moulins en Bessin,1142
14407,Mathieu,2180
14408,May-sur-Orne,1903
14409,Merville-Franceville-Plage,2184
14410,Méry-Bissières-en-Auge,1152
14411,Meslay,278
14412,Le Mesnil-au-Grain,72
14419,Le Mesnil-Eudes,269
14421,Le Mesnil-Guillaume,612
14424,Le Mesnil-Robert,193
14425,Le Mesnil-Simon,181
14426,Le Mesnil-sur-Blangy,169
14427,Le Mesnil-Villement,301
14430,Meuvaines,144
14431,Mézidon Vallée d'Auge,9922
14435,Les Monceaux,175
14436,Monceaux-en-Bessin,556
14437,Mondeville,9719
14438,Mondrainville,502
14439,Monfréville,103
14445,Montfiquet,102
14446,Montigny,96
14448,Montreuil-en-Auge,52
14449,Monts-en-Bessin,419
14452,Morteaux-Couliboeuf,628
14453,Mosles,358
14454,Mouen,1489
14455,Moulines,293
14456,Moult-Chicheboville,2725
14457,Les Moutiers-en-Auge,115
14458,Les Moutiers-en-Cinglais,486
14460,Moyaux,1346
14461,Mutrécy,361
14465,Nonant,494
14466,Norolles,295
14467,Noron-l'Abbaye,313
14468,Noron-la-Poterie,395
14469,Norrey-en-Auge,95
14473,Notre-Dame-de-Livaye,125
14474,Notre-Dame-d'Estrées-Corbon,235
14475,Val d'Arry,2276
14476,Olendon,197
14478,Orbec,2152
14480,Osmanville,546
14482,Ouézy,228
14483,Ouffières,190
14484,Ouilly-du-Houley,233
14486,Ouilly-le-Tesson,590
14487,Ouilly-le-Vicomte,820
14488,Ouistreham,9177
14491,Parfouru-sur-Odon,197
14492,Pennedepie,281
14494,Périers-en-Auge,139
14495,Périers-sur-le-Dan,476
14496,Périgny,57
14497,Perrières,321
14498,Pertheville-Ners,246
14499,Petiville,487
14500,Pierrefitte-en-Auge,158
14501,Pierrefitte-en-Cinglais,259
14502,Pierrepont,93
14504,Le Pin,808
14505,Placy,160
14506,Planquery,235
14509,Plumetot,226
14510,La Pommeraye,57
14511,Pont-Bellanger,64
14512,Pontécoulant,83
14513,Pont-Farcy,537
14514,Pont-l'Évêque,4498
14515,Port-en-Bessin-Huppain,1952
14516,Potigny,2058
14519,Préaux-Bocage,115
14520,Le Pré-d'Auge,892
14522,Prêtreville,426
14524,Putot-en-Auge,298
14527,Belle Vie en Auge,522
14528,Quetteville,375
14529,Ranchy,235
14530,Ranville,1776
14531,Rapilly,47
14533,Repentigny,90
14534,Reux,427
14535,Reviers,579
14536,La Rivière-Saint-Sauveur,2440
14538,Rocquancourt,869
14540,Rocques,292
14541,La Roque-Baignard,112
14542,Rosel,567
14543,Rots,2404
14546,Rouvres,213
14547,Rubercy,161
14550,Rumesnil,100
14552,Ryes,506
14554,Saint-Aignan-de-Cramesnil,538
14555,Saint-André-d'Hébertot,447
14556,Saint-André-sur-Orne,1802
14557,Saint-Arnoult,1195
14558,Saint-Aubin-d'Arquenay,873
14559,Saint-Aubin-des-Bois,234
14562,Saint-Aubin-sur-Mer,2418
14563,Saint-Benoît-d'Hébertot,423
14565,Saint-Côme-de-Fresné,263
14566,Saint-Contest,2493
14569,Sainte-Croix-sur-Mer,251
14570,Valorbiquet,2507
14571,Saint-Denis-de-Mailloc,294
14572,Saint-Denis-de-Méré,841
14574,Saint-Désir,1690
14575,Saint-Étienne-la-Thillaye,451
14576,Val-de-Vie,542
14578,Saint-Gatien-des-Bois,1267
14579,Seulline,1320
14582,Saint-Germain-de-Livet,769
14586,Saint-Germain-du-Pert,180
14587,Saint-Germain-la-Blanche-Herbe,2358
14588,Saint-Germain-Langot,316
14589,Saint-Germain-le-Vasson,950
14590,Sainte-Honorine-de-Ducy,130
14591,Aure sur Mer,749
14592,Sainte-Honorine-du-Fay,1332
14593,Saint-Hymer,627
14595,Saint-Jean-de-Livet,197
14598,Saint-Jouin,196
14601,Saint-Julien-sur-Calonne,166
14602,Saint-Lambert,282
14603,Saint-Laurent-de-Condel,483
14604,Saint-Laurent-du-Mont,192
14605,Saint-Laurent-sur-Mer,247
14606,Saint-Léger-Dubosq,168
14607,Saint-Louet-sur-Seulles,153
14609,Saint-Loup-Hors,450
14610,Saint-Manvieu-Norrey,1909
14613,Saint-Marcouf,100
14614,Sainte-Marguerite-d'Elle,767
14619,Sainte-Marie-Outre-l'Eau,118
14620,Saint-Martin-aux-Chartrains,410
14621,Saint-Martin-de-Bienfaite-la-Cressonnière,487
14622,Saint-Martin-de-Blagny,132
14623,Saint-Martin-de-Fontenay,2594
14625,Saint-Martin-de-la-Lieue,784
14626,Saint-Martin-de-Mailloc,881
14627,Saint-Martin-de-Mieux,458
14630,Saint-Martin-des-Entrées,654
14635,Saint-Omer,177
14637,Saint-Ouen-du-Mesnil-Oger,209
14639,Saint-Ouen-le-Pin,264
14640,Saint-Pair,214
14643,Saint-Paul-du-Vernay,799
14644,Saint-Philbert-des-Champs,631
14645,Saint-Pierre-Azif,168
14646,Saint-Pierre-Canivet,406
14648,Saint-Pierre-des-Ifs,462
14649,Saint-Pierre-du-Bû,481
14650,Saint-Pierre-du-Fresne,200
14651,Saint-Pierre-du-Jonquet,226
14652,Saint-Pierre-du-Mont,79
14654,Saint-Pierre-en-Auge,7835
14656,Saint-Rémy,1017
14657,Saint-Samson,312
14658,Noues de Sienne,4465
14659,Saint-Sylvain,1428
14660,Saint-Vaast-en-Auge,95
14661,Saint-Vaast-sur-Seulles,137
14663,Saint-Vigor-le-Grand,2398
14664,Sallen,298
14665,Sallenelles,304
14667,Saon,234
14668,Saonnet,292
14669,Sassy,215
14672,Val de Drôme,835
14674,Soignolles,123
14675,Soliers,2119
14676,Sommervieu,1016
14677,Soulangy,251
14678,Soumont-Saint-Quentin,541
14679,Subles,671
14680,Sully,140
14681,Surrain,157
14682,Surville,434
14684,Tessel,249
14685,Thaon,1434
14687,Le Theil-en-Auge,183
14689,Le Hom,3680
14691,Tilly-la-Campagne,164
14692,Tilly-sur-Seulles,1672
14694,Le Torquesne,502
14698,Touffréville,317
14699,Touques,3760
14700,Tour-en-Bessin,638
14701,Tourgéville,853
14703,Tournebu,355
14705,Tournières,153
14706,Tourville-en-Auge,245
14707,Tourville-sur-Odon,1021
14708,Tracy-Bocage,308
14709,Tracy-sur-Mer,345
14710,Tréprel,104
14711,Trévières,929
14712,Saline,5451
14713,Trois-Monts,418
14714,Le Tronquay,771
14715,Trouville-sur-Mer,4675
14716,Trungy,222
14719,Urville,639
14720,Ussy,878
14721,Vacognes-Neuilly,584
14723,Valsemé,276
14724,Varaville,960
14726,Valdallière,6046
14728,Vaucelles,379
14731,Vauville,191
14732,Vaux-sur-Aure,348
14733,Vaux-sur-Seulles,298
14734,Vendes,316
14735,Vendeuvre,731
14737,Versainville,453
14738,Verson,3498
14739,Ver-sur-Mer,1588
14740,La Vespière-Friardel,1219
14741,Le Vey,113
14742,Vicques,70
14743,Victot-Pontfol,115
14744,Vienne-en-Bessin,296
14745,Vierville-sur-Mer,243
14747,Vieux,716
14748,Vieux-Bourg,87
14751,Vignats,282
14752,Villers-Bocage,3105
14753,Villers-Canivet,812
14754,Villers-sur-Mer,2719
14755,Villerville,693
14756,La Villette,220
14758,Villons-les-Buissons,724
14759,Villy-lez-Falaise,278
14760,Villy-Bocage,800
14761,Vimont,729
14762,Vire Normandie,17650
14764,Pont-d'Ouilly,1038
15001,Allanche,759
15002,Alleuze,212
15003,Ally,618
15004,Andelat,463
15005,Anglards-de-Saint-Flour,345
15006,Anglards-de-Salers,788
15007,Anterrieux,123
15008,Antignac,283
15009,Apchon,188
15010,Arches,179
15011,Arnac,154
15012,Arpajon-sur-Cère,6252
15013,Auriac-l'Église,163
15014,Aurillac,25875
15015,Auzers,163
15016,Ayrens,654
15017,Badailhac,132
15018,Barriac-les-Bosquets,131
15019,Bassignac,222
15020,Beaulieu,90
15021,Boisset,623
15022,Bonnac,167
15024,Brageac,70
15025,Albepierre-Bredons,243
15026,Brezons,192
15027,Calvinet,513
15028,Carlat,353
15029,Cassaniouze,536
15030,Cayrols,291
15032,Celoux,68
15033,Cézens,224
15034,Chaliers,169
15036,Chalvignac,445
15037,Champagnac,1084
15038,Champs-sur-Tarentaine-Marchal,1059
15040,Chanterelle,93
15041,La Chapelle-d'Alagnon,246
15042,La Chapelle-Laurent,298
15043,Charmensac,83
15045,Chaudes-Aigues,891
15046,Chaussenac,223
15048,Chazelles,39
15049,Cheylade,229
15050,Le Claux,188
15051,Clavières,212
15052,Collandres,147
15053,Coltines,457
15054,Condat,1017
15055,Coren,419
15056,Crandelles,818
15057,Cros-de-Montvert,201
15058,Cros-de-Ronesque,141
15059,Cussac,130
15060,Deux-Verges,51
15061,Dienne,271
15063,Drugeac,344
15064,Escorailles,77
15065,Espinasse,78
15066,Le Falgoux,128
15067,Le Fau,31
15069,Ferrières-Saint-Mary,246
15070,Fontanges,205
15072,Freix-Anglards,210
15073,Fridefont,109
15074,Giou-de-Mamou,770
15075,Girgols,77
15076,Glénat,181
15077,Gourdièges,55
15078,Jabrun,161
15079,Jaleyrac,367
15080,Joursac,147
15081,Jou-sous-Monjou,110
15082,Junhac,318
15083,Jussac,2015
15084,Labesserette,292
15085,Labrousse,488
15086,Lacapelle-Barrès,58
15087,Lacapelle-del-Fraisse,334
15088,Lacapelle-Viescamp,511
15089,Ladinhac,481
15090,Lafeuillade-en-Vézie,586
15091,Landeyrat,94
15092,Lanobre,1432
15093,Lapeyrugue,110
15094,Laroquebrou,887
15095,Laroquevieille,345
15096,Lascelle,300
15097,Lastic,124
15098,Laurie,95
15100,Laveissenet,123
15101,Laveissière,547
15102,Lavigerie,103
15103,Leucamp,235
15104,Leynhac,353
15105,Leyvaux,38
15106,Lieutadès,165
15107,Lorcières,175
15108,Val d'Arcomie,998
15110,Lugarde,149
15111,Madic,208
15112,Malbo,103
15113,Mandailles-Saint-Julien,191
15114,Marcenat,505
15116,Marchastel,151
15117,Marcolès,587
15118,Marmanhac,712
15119,Massiac,1727
15120,Mauriac,3671
15121,Maurines,109
15122,Maurs,2170
15123,Méallet,169
15124,Menet,565
15125,Mentières,122
15126,Molèdes,98
15127,Molompize,297
15128,La Monselie,101
15129,Montboudif,190
15130,Montchamp,135
15131,Le Monteil,272
15132,Montgreleix,42
15133,Montmurat,132
15134,Montsalvy,860
15135,Montvert,119
15136,Mourjou,327
15137,Moussages,272
15138,Murat,1951
15139,Narnhac,75
15140,Naucelles,1968
15141,Neussargues en Pinatelle,1871
15142,Neuvéglise-sur-Truyère,1748
15143,Nieudan,111
15144,Omps,357
15146,Pailherols,133
15147,Parlan,418
15148,Paulhac,408
15149,Paulhenc,246
15151,Peyrusse,155
15152,Pierrefort,909
15153,Pleaux,1517
15154,Polminhac,1138
15155,Pradiers,94
15156,Prunet,650
15157,Quézac,318
15158,Rageade,95
15159,Raulhac,282
15160,Reilhac,1093
15161,Rézentières,113
15162,Riom-ès-Montagnes,2591
15163,Roannes-Saint-Mary,1067
15164,Roffiac,610
15165,Rouffiac,207
15166,Roumégoux,310
15167,Rouziers,120
15168,Ruynes-en-Margeride,671
15169,Saignes,855
15170,Saint-Amandin,222
15172,Saint-Antoine,113
15173,Saint-Bonnet-de-Condat,116
15174,Saint-Bonnet-de-Salers,289
15175,Saint-Cernin,1087
15176,Saint-Chamant,234
15178,Saint-Cirgues-de-Jordanne,127
15179,Saint-Cirgues-de-Malbert,249
15180,Saint-Clément,74
15181,Saint-Constant-Fournoulès,623
15182,Saint-Étienne-Cantalès,135
15183,Saint-Étienne-de-Carlat,140
15184,Saint-Étienne-de-Maurs,783
15185,Saint-Étienne-de-Chomeil,215
15186,Sainte-Eulalie,203
15187,Saint-Flour,6630
15188,Saint-Georges,1158
15189,Saint-Gérons,219
15190,Saint-Hippolyte,116
15191,Saint-Illide,656
15192,Saint-Jacques-des-Blats,339
15194,Saint-Julien-de-Toursac,123
15196,Saint-Mamet-la-Salvetat,1529
15198,Sainte-Marie,111
15199,Saint-Martial,80
15200,Saint-Martin-Cantalès,149
15201,Saint-Martin-sous-Vigouroux,245
15202,Saint-Martin-Valmeroux,793
15203,Saint-Mary-le-Plain,159
15204,Saint-Paul-des-Landes,1539
15205,Saint-Paul-de-Salers,106
15206,Saint-Pierre,136
15207,Saint-Poncy,345
15208,Saint-Projet-de-Salers,138
15209,Saint-Rémy-de-Chaudes-Aigues,116
15211,Saint-Santin-Cantalès,307
15212,Saint-Santin-de-Maurs,365
15213,Saint-Saturnin,207
15214,Saint-Saury,194
15215,Saint-Simon,1166
15216,Saint-Urcize,476
15217,Saint-Victor,111
15218,Saint-Vincent-de-Salers,67
15219,Salers,335
15220,Salins,143
15221,Sansac-de-Marmiesse,1355
15222,Sansac-Veinazès,219
15223,Sauvat,205
15224,La Ségalassière,122
15225,Ségur-les-Villas,205
15226,Sénezergues,193
15228,Siran,489
15229,Soulages,81
15230,Sourniac,203
15231,Talizat,583
15232,Tanavelle,242
15233,Teissières-de-Cornet,285
15234,Teissières-lès-Bouliès,319
15235,Les Ternes,589
15236,Thiézac,605
15237,Tiviers,168
15238,Tournemire,123
15240,Trémouille,178
15241,La Trinitat,50
15242,Le Trioulou,108
15243,Trizac,517
15244,Ussel,478
15245,Vabres,244
15246,Valette,235
15247,Valjouze,23
15248,Valuéjols,563
15249,Le Vaulmier,70
15250,Vebret,507
15251,Védrines-Saint-Loup,138
15252,Velzic,422
15253,Vernols,66
15254,Veyrières,111
15255,Vézac,1176
15256,Vèze,60
15257,Vezels-Roussy,138
15258,Vic-sur-Cère,1874
15259,Vieillespesse,266
15260,Vieillevie,111
15261,Le Vigean,831
15262,Villedieu,542
15263,Virargues,133
15264,Vitrac,260
15265,Ydes,1777
15266,Yolet,558
15267,Ytrac,4184
15268,Le Rouget-Pers,1267
15269,Besse,125
16001,Abzac,478
16002,Les Adjots,528
16003,Agris,850
16005,Aigre,1107
16007,Alloue,483
16008,Ambérac,335
16009,Ambernac,367
16010,Ambleville,186
16011,Anais,590
16012,Angeac-Champagne,509
16013,Angeac-Charente,351
16014,Angeduc,130
16015,Angoulême,42081
16016,Ansac-sur-Vienne,839
16017,Anville,204
16018,Ars,736
16019,Asnières-sur-Nouère,1207
16020,Aubeterre-sur-Dronne,391
16023,Aunac-sur-Charente,619
16024,Aussac-Vadalle,517
16025,Baignes-Sainte-Radegonde,1294
16026,Balzac,1329
16027,Barbezières,125
16028,Barbezieux-Saint-Hilaire,4687
16029,Bardenac,231
16030,Barret,1014
16031,Barro,408
16032,Bassac,540
16034,Bazac,149
16035,Beaulieu-sur-Sonnette,236
16036,Bécheresse,296
16037,Bellon,163
16038,Benest,324
16039,Bernac,493
16040,Berneuil,321
16041,Bessac,114
16042,Bessé,139
16044,Bioussac,230
16045,Birac,366
16046,Côteaux du Blanzacais,931
16047,Blanzaguet-Saint-Cybard,290
16048,Boisbreteau,136
16049,Bonnes,416
16050,Bonneuil,262
16051,Bonneville,145
16052,Bors (Canton de Tude-et-Lavalette),264
16053,Bors (Canton de Charente-Sud),117
16054,Le Bouchage,153
16055,Bouëx,912
16056,Bourg-Charente,876
16057,Bouteville,327
16058,Boutiers-Saint-Trojan,1462
16059,Brettes,183
16060,Bréville,503
16061,Brie,4260
16062,Brie-sous-Barbezieux,122
16063,Brie-sous-Chalais,159
16064,Brigueuil,1073
16065,Brillac,676
16066,Brossac,503
16067,Bunzac,467
16068,Cellefrouin,569
16069,Cellettes,422
16070,Chabanais,1692
16071,Chabrac,564
16072,Chadurie,508
16073,Chalais,1782
16074,Challignac,324
16075,Champagne-Vigny,254
16076,Champagne-Mouton,901
16077,Champmillon,520
16078,Champniers,5217
16079,Chantillac,320
16081,La Chapelle,226
16082,Boisné-La Tude,722
16083,Charmé,356
16084,Charras,356
16085,Chasseneuil-sur-Bonnieure,3036
16086,Chassenon,873
16087,Chassiecq,152
16088,Chassors,1110
16089,Châteaubernard,3625
16090,Châteauneuf-sur-Charente,3509
16091,Châtignac,183
16093,Chazelles,1543
16095,Chenon,138
16096,Cherves-Châtelars,408
16097,Cherves-Richemont,2437
16098,La Chèvrerie,132
16099,Chillac,209
16100,Chirac,747
16101,Claix,1005
16102,Cognac,18654
16103,Combiers,125
16104,Condac,470
16105,Condéon,594
16106,Confolens,2711
16107,Coulgens,540
16108,Coulonges,149
16109,Courbillac,717
16110,Courcôme,418
16111,Courgeac,208
16112,Courlac,54
16113,La Couronne,7656
16114,Couture,157
16116,Criteuil-la-Magdeleine,434
16117,Curac,125
16118,Deviat,149
16119,Dignac,1315
16120,Dirac,1512
16121,Douzat,477
16122,Ébréon,154
16123,Échallat,499
16124,Écuras,589
16125,Édon,256
16127,Empuré,102
16128,Épenède,205
16130,Les Essards,192
16131,Esse,506
16132,Étagnac,962
16133,Étriac,204
16134,Exideuil,1037
16135,Eymouthiers,292
16136,La Faye,636
16137,Feuillade,301
16138,Fléac,3708
16139,Fleurac,249
16140,Fontclaireau,426
16141,Fontenille,335
16142,La Forêt-de-Tessé,194
16143,Fouquebrune,659
16144,Fouqueure,379
16145,Foussignac,620
16146,Garat,1999
16147,Gardes-le-Pontaroux,268
16148,Genac-Bignac,985
16149,Genouillac,605
16150,Gensac-la-Pallue,1594
16151,Genté,901
16152,Gimeux,709
16153,Gondeville,528
16154,Gond-Pontouvre,5951
16155,Les Gours,115
16156,Gourville,644
16157,Le Grand-Madieu,172
16158,Grassac,325
16160,Guimps,474
16161,Guizengeard,162
16162,Gurat,182
16163,Hiersac,1027
16164,Hiesse,245
16165,Houlette,373
16166,L'Isle-d'Espagnac,5514
16167,Jarnac,4424
16168,Jauldes,779
16169,Javrezac,596
16170,Juignac,396
16171,Juillac-le-Coq,652
16173,Juillé,193
16174,Julienne,513
16175,Val des Vignes,1404
16176,Lachaise,342
16177,Ladiville,113
16178,Lagarde-sur-le-Né,177
16180,Laprade,242
16181,Lessac,555
16182,Lesterps,486
16183,Lésignac-Durand,184
16184,Lichères,91
16185,Ligné,159
16186,Lignières-Sonneville,605
16187,Linars,2107
16188,Le Lindois,342
16189,Londigny,249
16190,Longré,201
16191,Lonnes,174
16192,Roumazières-Loubert,2494
16193,Louzac-Saint-André,1016
16194,Lupsault,94
16195,Lussac,292
16196,Luxé,720
16197,La Magdeleine,129
16198,Magnac-Lavalette-Villars,434
16199,Magnac-sur-Touvre,3060
16200,Maine-de-Boixe,472
16202,Mainxe,672
16203,Mainzac,98
16204,Bellevigne,1353
16205,Manot,576
16206,Mansle,1649
16207,Marcillac-Lanville,561
16208,Mareuil,406
16209,Marillac-le-Franc,825
16210,Marsac,836
16211,Marthon,554
16212,Massignac,394
16213,Mazerolles,324
16214,Mazières,102
16215,Médillac,158
16216,Mérignac,759
16217,Merpins,1102
16218,Mesnac,415
16220,Les Métairies,712
16221,Mons,253
16222,Montboyer,388
16223,Montbron,2060
16224,Montmérac,734
16225,Montemboeuf,662
16226,Montignac-Charente,717
16227,Montignac-le-Coq,136
16228,Montigné,172
16229,Montjean,237
16230,Montmoreau,2591
16231,Montrollet,307
16232,Mornac,2184
16233,Mosnac,464
16234,Moulidars,728
