school_code,lat,lon,region_code,address,postal_code,town,name,region,pop_count,closed,Académie
0760388J,49.924618200000005,1.0791444,28,2 rue du faubourg de la Barre,76200.0,Dieppe,Ecole élémentaire Madame de Sévigné,Normandie,30214.0,2016,ROUEN
0760457J,49.4595571,1.3623213,28,618 rte de la Vallée,76116.0,Saint-Denis-le-Thiboult,Ecole élémentaire Fernand Grandin,Normandie,513.0,2016,ROUEN
0760662G,49.6197245,0.27845349999999996,28,15 Route du Carreau,76280.0,Vergetot,Ecole élémentaire Albert Jacquard,Normandie,433.0,2016,ROUEN
0760709H,49.8050152,1.0515461000000002,28,Route de la Mairie,76590.0,Bertreville-Saint-Ouen,Ecole élémentaire de Bertreville-Saint-Ouen,Normandie,355.0,2016,ROUEN
0760843D,49.493897499999996,0.10797319999999999,28,8 rue Gustave Brindeau,76600.0,Le Havre,Ecole élémentaire Valmy I,Normandie,172074.0,2016,ROUEN
0761042V,49.67588,0.84519,28,299 rue de l'Avenir,76760.0,Criquetot-sur-Ouville,Ecole élémentaire de Criquetot-sur-Ouville,Normandie,780.0,2017,ROUEN
0761052F,49.6947186,0.8597473,28,3 Route de Berville,76760.0,Ouville-l'Abbaye,Ecole d'Ouville-l'Abbaye,Normandie,642.0,2017,ROUEN
0541089R,48.4827,6.8138,44,2 rue de la Mairie,54540.0,Vacqueville,Ecole maternelle de Vacqueville,Grand-Est,255.0,2017,NANCY-METZ
0541095X,48.4634,6.5489999999999995,44,4 rue haute,54830.0,Vallois,Ecole élémentaire de Vallois,Grand-Est,141.0,2016,NANCY-METZ
0541188Y,48.657868900000004,6.7088882,44,31 Grande rue,54370.0,Xousse,Ecole élémentaire de Xousse,Grand-Est,123.0,2016,NANCY-METZ
0542107X,48.804007899999995,6.3418035999999995,44,5 rue de l'Eglise,54760.0,Bey-sur-Seille,Ecole élémentaire de Bey-sur-Seille,Grand-Est,155.0,2016,NANCY-METZ
0550684V,49.0548828295899,5.13310618266323,44,16 rue André Maginot,55120.0,Neuvilly-en-Argonne,Ecole élémentaire de Neuvilly-en-Argonne,Grand-Est,219.0,2016,NANCY-METZ
0700546N,47.5505365290717,5.84125851475676,27,Rue de la Mairie,70130.0,Neuvelle-lès-la-Charité,Ecole primaire de Neuvelle-lès-la-Charité,Bourgogne-et-Franche-Comté,231.0,2016,BESANCON
0710169Y,46.7888997,4.8529605,27,1 rue Leschenault de la Tour,71100.0,Chalon-sur-Saône,Ecole maternelle la Citadelle,Bourgogne-et-Franche-Comté,45166.0,2017,DIJON
0710180K,46.8054064,4.428596099999999,27,15 rue du Vilet,71200.0,Le Creusot,Ecole maternelle Mouillelongue,Bourgogne-et-Franche-Comté,22308.0,2017,DIJON
0710211U,46.747427,4.4699684,27,12 rue Jean Bouveri,71210.0,Montchanin,Ecole maternelle Jean de la Fontaine,Bourgogne-et-Franche-Comté,5226.0,2017,DIJON
0710369R,46.600523200000005,4.0633824999999995,27,Rue Danton,71130.0,Gueugnon,Ecole élémentaire Jean Macé,Bourgogne-et-Franche-Comté,7367.0,2017,DIJON
0594842T,50.654089500000005,3.1839429,32,192 rue de la Vallée,59510.0,Hem,Ecole maternelle de Lattre de Tassigny,Hauts-de-France,18721.0,2017,LILLE
0640665A,42.9969381,-0.6175989000000001,75,Place de l'Eglise,64490.0,Osse-en-Aspe,Ecole primaire d'Osse-en-Aspe,Nouvelle-Aquitaine,330.0,2017,BORDEAUX
0640855G,43.20758675,-1.0637938060951602,75,Route Départementale 918,64120.0,Bunus,Ecole élémentaire de Bunus,Nouvelle-Aquitaine,153.0,2016,BORDEAUX
0641524J,43.4813927,-1.5149934999999999,75,27 rue Euskadi,64600.0,Anglet,Ecole maternelle Tivoli,Nouvelle-Aquitaine,39184.0,2016,BORDEAUX
9710117A,16.3776349,-61.48778370000001,1,Rue Paul Lacavé,97131.0,Petit-Canal,Ecole primaire Alice Delacroix,Guadeloupe,8057.0,2017,GUADELOUPE
0596364X,51.0347708,2.3772525,32,145 rue de Cassel,59640.0,Dunkerque,Ecole Albert Samain,Hauts-de-France,89882.0,2017,LILLE
0600150M,49.2413145823151,1.8857331086071298,32,45 rue de l'Aunette,60240.0,Senots,Ecole élémentaire de Senots,Hauts-de-France,329.0,2016,AMIENS
0650181U,43.432753600000005,0.0843131,76,26 rue des Pyrénées,65140.0,Gensac,Ecole élémentaire de Gensac,Occitanie,108.0,2017,TOULOUSE
0650280B,42.9974157,-0.0538888,76,Le village,65400.0,Vier-Bordes,Ecole élémentaire de Vier-Bordes,Occitanie,102.0,2016,TOULOUSE
0650332H,43.076102399999996,-0.0472452,76,1 rue Ribère,65100.0,Aspin-en-Lavedan,Ecole élémentaire d'Aspin-en-Lavedan,Occitanie,267.0,2016,TOULOUSE
0650699G,43.0255659,0.6023704000000001,76,Avenue de Lesponne,65370.0,Loures-Barousse,Ecole maternelle de Loures-Barousse,Occitanie,611.0,2017,TOULOUSE
0650700H,43.12522979999999,0.384241,76,Rue de la Lande de Boc,65300.0,Lannemezan,Ecole maternelle Le Guerissa,Occitanie,5940.0,2017,TOULOUSE
0660202L,42.54848320000001,2.3878706000000003,76,Place de l'Ancienne Mairie,66820.0,Vernet-les-Bains,Ecole maternelle de Vernet-les-Bains,Occitanie,1379.0,2017,MONTPELLIER
0730673K,45.612143700000004,6.8457969,84,Le Chatelard,73700.0,Montvalezan,Ecole élémentaire Le Chatelard-Montvalezan,Auvergne-et-Rhône-Alpes,673.0,2016,GRENOBLE
0271137P,49.0268903,1.1510163999999998,28,Rue des Sangliers,27000.0,Évreux,Ecole maternelle du Canada,Normandie,49722.0,2017,ROUEN
0620489V,50.255160499999995,2.4730029,32,8 rue de la Mairie,62810.0,Grand-Rullecourt,Ecole primaire RPI 39,Hauts-de-France,404.0,2017,LILLE
0622251K,50.4049,2.8245400000000003,32,Rue de Versailles,62210.0,Avion,Ecole maternelle Marcel Cachin,Hauts-de-France,17876.0,2017,LILLE
0911795G,48.62960985,2.4435958971089398,11,5 allée Marco Polo,91000.0,Évry,Ecole élémentaire Marco Polo,Île-de-France,53237.0,2017,VERSAILLES
0911892M,48.5136159,2.2174622000000004,11,2 rue des écoles,91730.0,Chamarande,Ecole maternelle Bastard,Île-de-France,1143.0,2017,VERSAILLES
0280367X,48.3037516936298,0.8490794332218901,24,30 rue Emmeline,28480.0,Beaumont-les-Autels,Ecole Beaumont Les Autels,Centre-Val-de-Loire,435.0,2017,ORLEANS-TOURS
0623048B,50.518440600000005,2.6004002999999996,32,23 rue de Fouquières,62232.0,Fouquereuil,Ecole maternelle de Fouquereuil,Hauts-de-France,1340.0,2016,LILLE
0741271E,46.0833937,6.7269662,84,Le Quart,74340.0,Samoëns,Ecole maternelle la Quart,Auvergne-et-Rhône-Alpes,2282.0,2016,GRENOBLE
0741411G,46.351282399999995,6.292389900000001,84,Rue des écoles,74140.0,Messery,Ecole maternelle de Messery,Auvergne-et-Rhône-Alpes,2153.0,2016,GRENOBLE
0290490A,48.3905283,-4.4860088,53,3 rue Yves Giloux,29200.0,Brest,Ecole maternelle Ferdinand Buisson,Bretagne,139386.0,2017,RENNES
0332730N,44.8422361,-0.6469599,75,135 avenue de la Somme,33700.0,Mérignac,Ecole maternelle Arnaud Lafon,Nouvelle-Aquitaine,68386.0,2017,BORDEAUX
0340358E,43.935142,3.7070719,76,Rue des écoles Republicaines,34190.0,Ganges,Ecole maternelle de Ganges,Occitanie,3967.0,2017,MONTPELLIER
0771491C,48.539927,2.6608169,11,1 rue Nicolas Tappereau,77000.0,Melun,Ecole maternelle Les Mezereaux 1,Île-de-France,40066.0,2017,CRETEIL
0572903W,49.1092707,6.4054894,44,3 allée des Tilleuls,57530.0,Courcelles-Chaussy,Ecole de Plein Air écolE de Plein Air Landonvillers,Grand-Est,3054.0,2016,NANCY-METZ
0580185L,47.0664625660931,3.65272502109248,27,Le bourg,58110.0,Saint-Péreuse,Ecole primaire de Saint-Péreuse,Bourgogne-et-Franche-Comté,265.0,2016,DIJON
0580341F,46.9876601,3.1577203,27,56 boulevard Victor Hugo,58000.0,Nevers,Ecole primaire Victor Hugo,Bourgogne-et-Franche-Comté,34841.0,2016,DIJON
0640818S,43.4832523,-1.5592776000000002,75,14 rue Alsace,64200.0,Biarritz,Ecole maternelle d'Alsace,Nouvelle-Aquitaine,24993.0,2017,BORDEAUX
0641053X,43.2957547,-0.36856679999999997,75,5 rue d'Armagnac,64000.0,Pau,Ecole maternelle Stanislas Lavigne,Nouvelle-Aquitaine,77575.0,2016,BORDEAUX
0611063Z,48.4312059,0.0911374,28,19 rue Augustin Fresnel,61000.0,Alençon,Ecole Jacques Prévert,Normandie,26350.0,2016,CAEN
0680483F,48.093718700000004,7.553712599999999,44,15 rue des Jardins,68320.0,Baltzenheim,Ecole Les îles du Rhin,Grand-Est,584.0,2017,STRASBOURG
0680692H,47.9024133,7.253469,44,Rue des écoles,68500.0,Issenheim,Ecole maternelle Soeur Fridoline,Grand-Est,3457.0,2017,STRASBOURG
0681038J,47.749418799999994,7.339935499999999,44,6 rue Jean Montavont,68200.0,Mulhouse,Ecole maternelle Montavont,Grand-Est,112063.0,2017,STRASBOURG
0650218J,43.242674900000004,0.09652260000000001,76,Avenue Jean Jaurès,65800.0,Aureilhan,Ecole élémentaire Lamartine,Occitanie,7959.0,2017,TOULOUSE
0650219K,43.242674900000004,0.09652260000000001,76,2 rue Joliot Curie,65800.0,Aureilhan,Ecole élémentaire Joliot Curie,Occitanie,7959.0,2017,TOULOUSE
0650296U,43.06582120000001,0.1530914,76,Place Réné Escoula,65200.0,Bagnères-de-Bigorre,Ecole élémentaire du Pic du Midi,Occitanie,7633.0,2017,TOULOUSE
0650402J,43.2284141,0.1046315,76,Rue Jean Zay,65600.0,Séméac,Ecole élémentaire Montaigu,Occitanie,4713.0,2016,TOULOUSE
0770064B,48.4149956,3.2394035,11,213 rue Jules Ferry,77480.0,Bray-sur-Seine,Ecole élémentaire Louis Pergaud,Île-de-France,2294.0,2016,CRETEIL
0251818R,47.419161700000004,6.5237197,27,10 grande rue,25340.0,Pompierre-sur-Doubs,Ecole primaire intercommunale,Bourgogne-et-Franche-Comté,299.0,2017,BESANCON
0650554Z,43.167521,0.26713459999999994,76,Le village,65190.0,Lanespède,Ecole élémentaire de Lanespède,Occitanie,147.0,2017,TOULOUSE
0650645Y,43.12522979999999,0.384241,76,346 rue Pasteur,65300.0,Lannemezan,Ecole maternelle Paul Baratgin,Occitanie,5940.0,2017,TOULOUSE
0650719D,43.0255659,0.6023704000000001,76,Avenue de Lesponne,65370.0,Loures-Barousse,Ecole élémentaire de Loures-Barousse,Occitanie,611.0,2017,TOULOUSE
0650928F,43.12522979999999,0.384241,76,474 Boulevard des Tilleuls,65300.0,Lannemezan,Ecole primaire Bourtoulets,Occitanie,5940.0,2017,TOULOUSE
0660385K,42.6598814443053,2.8638419954762995,76,Rue Damien Benizet,66260.0,Saint-Laurent-de-Cerdans,Ecole maternelle de Saint-Laurent-de-Cerdans,Occitanie,1173.0,2017,MONTPELLIER
0761567R,50.059109899999996,1.3827656000000002,28,89 rue Alexandre Papin,76470.0,Le Tréport,Ecole maternelle Pierre Brossolette,Normandie,5116.0,2016,ROUEN
0270093E,49.0473467,1.1624156,28,95 avenue Aristide Briand,27930.0,Gravigny,Ecole maternelle Marie Curie,Normandie,3984.0,2017,ROUEN
0710841D,46.4698148,4.2442193,27,Le bourg,71120.0,Champlecy,Ecole de Champlecy,Bourgogne-et-Franche-Comté,219.0,2016,DIJON
0711047C,46.8160316,4.7143651,27,15 rue Clos Laval,71640.0,Saint-Martin-sous-Montaigu,Ecole de Saint-Martin-sous-Montaigu,Bourgogne-et-Franche-Comté,368.0,2016,DIJON
0711276B,46.2110224,4.7555202,27,Le bourg,71570.0,La Chapelle-de-Guinchay,Ecole maternelle de la Chapelle-de-Guinchay,Bourgogne-et-Franche-Comté,3943.0,2017,DIJON
0711280F,46.321219799999994,4.7448989,27,Rue des Preauds,71960.0,Prissé,Ecole maternelle de Prissé,Bourgogne-et-Franche-Comté,1937.0,2016,DIJON
0762415M,49.3880756,1.1428247999999999,28,Rue Général de Gaulle,76240.0,Belbeuf,Ecole maternelle Maurice Genevoix,Normandie,1966.0,2016,ROUEN
0690444H,45.7337532,4.9092351999999995,84,47 avenue Ferdinand Buisson,69500.0,Bron,Ecole maternelle Ferdinand Buisson,Auvergne-et-Rhône-Alpes,38746.0,2016,LYON
0240488A,45.4225,0.31805559999999994,75,Le bourg,24320.0,Champagne-et-Fontaine,Ecole primaire de Champagne-et-Fontaine,Nouvelle-Aquitaine,405.0,2017,BORDEAUX
0720417M,48.136804600000005,0.7958405,52,Grande rue,72320.0,Gréez-sur-Roc,Ecole primaire RPI,Pays-de-la-Loire,354.0,2016,NANTES
0721272S,47.78473029999999,0.6381374939631651,52,3 rue du Tusson,72340.0,Loir en Vallée,Ecole maternelle Les P'tits Loups,Pays-de-la-Loire,350.0,2016,NANTES
0691107D,46.0268039,4.5572383,84,Le bourg,69870.0,Saint-Cyr-le-Chatoux,Ecole de Saint-Cyr-le-Chatoux,Auvergne-et-Rhône-Alpes,136.0,2016,LYON
0240851V,45.03633,0.8307899999999999,75,Le bourg,24380.0,Lacropte,Ecole élémentaire de Lacropte,Nouvelle-Aquitaine,650.0,2017,BORDEAUX
0330247P,44.79384015,-0.6063085906819761,75,5 rue Lucien Fauré,33300.0,Bordeaux,Ecole maternelle Lucien Fauré,Nouvelle-Aquitaine,243626.0,2017,BORDEAUX
0670245C,48.4770169,7.567958,44,2 place du Tramway,67880.0,Krautergersheim,Ecole maternelle de Krautergersheim,Grand-Est,1715.0,2017,STRASBOURG
0670375U,48.969314700000005,7.9913427,44,32 rue des Forgerons,67160.0,Seebach,Ecole maternelle de Seebach,Grand-Est,1707.0,2016,STRASBOURG
0741145T,46.1875056,6.291881,84,161 rue de la Poste,74380.0,Cranves-Sales,Ecole maternelle de Cranves-Sales,Auvergne-et-Rhône-Alpes,6292.0,2017,GRENOBLE
0741461L,46.2922313,6.309989900000001,84,Les Mogets,74140.0,Loisin,Ecole maternelle de Loisin,Auvergne-et-Rhône-Alpes,1458.0,2017,GRENOBLE
0672108C,48.584614,7.750712700000001,44,39 rue de Wattwiller,67100.0,Strasbourg,Ecole maternelle Ampère,Grand-Est,275718.0,2017,STRASBOURG
0672541Y,48.6285965,7.625021799999999,44,88 chemin de la Souffel,67370.0,Stutzheim-Offenheim,Ecole maternelle Le Petit Pont,Grand-Est,1415.0,2017,STRASBOURG
0672667K,48.535574600000004,7.432170200000001,44,2 rue de l'Eglise,67190.0,Gresswiller,Ecole maternelle de Gresswiller,Grand-Est,1609.0,2017,STRASBOURG
0680227C,47.8626304,7.213669599999999,44,3 place de la Mairie,68500.0,Hartmannswiller,Ecole de Hartmannswiller,Grand-Est,652.0,2017,STRASBOURG
0751306M,48.856610100000005,2.3514992,11,9 rue Franc Nohain,75013.0,Paris,Ecole maternelle Franc Nohain M,Île-de-France,183713.0,2017,PARIS
0740368Y,45.752557200000005,6.29168300187786,84,65 avenue de Horgen,74210.0,Faverges,Ecole maternelle Réné Cassin,Auvergne-et-Rhône-Alpes,6968.0,2017,GRENOBLE
0730374K,45.675462200000005,6.3925417,84,Rue Pargoud,73200.0,Albertville,Ecole maternelle Pargoud-Albertville,Auvergne-et-Rhône-Alpes,19071.0,2017,GRENOBLE
0731393T,45.6136449,6.3174574,84,La Pallaz,73460.0,Sainte-Hélène-sur-Isère,Ecole maternelle la Pallaz-Ste Hélène sur Isère,Auvergne-et-Rhône-Alpes,1147.0,2017,GRENOBLE
0761143E,49.5934182,0.21266179999999998,28,Route de la Lezarde,76133.0,Notre-Dame-du-Bec,Ecole élémentaire de Notre-Dame-du-Bec,Normandie,447.0,2017,ROUEN
0770063A,48.4149956,3.2394035,11,Rue du Tripot,77480.0,Bray-sur-Seine,Ecole élémentaire Jéhan de Brie,Île-de-France,2294.0,2016,CRETEIL
0692598Z,45.6738,4.8583099999999995,84,20 chemin de Beauregard,69320.0,Feyzin,Ecole maternelle la Tour,Auvergne-et-Rhône-Alpes,9377.0,2016,LYON
0772528E,48.8567,2.7855615,11,5 place Thomas Le Pilleur,77700.0,Serris,Ecole maternelle Robert Doisneau,Île-de-France,8369.0,2017,CRETEIL
0700602Z,47.8859052,6.1263847,27,Rue Cornée,70210.0,Melincourt,Ecole primaire de Melincourt,Bourgogne-et-Franche-Comté,241.0,2017,BESANCON
0710287B,46.64134620000001,4.3717516,27,14 rue Camille Desmoulins,71230.0,Saint-Vallier,Ecole maternelle Jean Damichel,Bourgogne-et-Franche-Comté,8824.0,2017,DIJON
0680655T,47.7569173878324,7.288916684651969,44,Rue de Fulleren,68210.0,Dannemarie,Ecole maternelle de Dannemarie,Grand-Est,2292.0,2017,STRASBOURG
0680666E,47.909462899999994,7.211327099999999,44,13 rue des Chanoines,68500.0,Guebwiller,Ecole maternelle Les Remparts,Grand-Est,11322.0,2016,STRASBOURG
0681214A,47.909462899999994,7.211327099999999,44,10 rue des Vignerons,68500.0,Guebwiller,Ecole élémentaire Rebzunft,Grand-Est,11322.0,2017,STRASBOURG
0681464X,47.8091086,7.2402432,44,1 rue de la Moselle,68310.0,Wittelsheim,Ecole maternelle Arc-en-ciel,Grand-Est,10562.0,2017,STRASBOURG
0753277E,48.856610100000005,2.3514992,11,5 rue Milton,75009.0,Paris,Ecole maternelle Milton E,Île-de-France,59427.0,2017,PARIS
0030402W,46.39495170000001,3.7515747999999998,84,Le bourg,3130.0,Liernolles,Ecole élémentaire de Liernolles,Auvergne-et-Rhône-Alpes,211.0,2017,CLERMONT-FERRAND
0760293F,49.623196115417606,1.53556490171404,28,Le bourg,76440.0,Fontaine-en-Bray,Ecole élémentaire de Fontaine-en-Bray,Normandie,169.0,2017,ROUEN
0760653X,49.598476,0.2625657,28,350 Route du Village,76280.0,Hermeville,Ecole élémentaire d'Hermeville,Normandie,369.0,2017,ROUEN
0760847H,49.8579786,0.9954325,28,Rue de l'Ancienne Mare,76550.0,Ambrumesnil,Ecole élémentaire d'Ambrumesnil,Normandie,501.0,2017,ROUEN
0760870H,49.8542277,1.0710182,28,Rue de la Mairie,76550.0,Sauqueville,Ecole élémentaire de Sauqueville,Normandie,377.0,2017,ROUEN
0030551H,46.1135216,3.6826943,84,Le bourg,3250.0,Châtel-Montagne,Ecole Claudius Meunier,Auvergne-et-Rhône-Alpes,380.0,2017,CLERMONT-FERRAND
0760820D,49.493897499999996,0.10797319999999999,28,15 rue Maurice Bouchor,76610.0,Le Havre,Ecole élémentaire Maurice Bouchor I,Normandie,172074.0,2016,ROUEN
0760852N,49.8658434,0.8880653000000001,28,Route de Dieppe,76740.0,Le Bourg-Dun,Ecole élémentaire Pauline Kergomard,Normandie,419.0,2016,ROUEN
0760891F,49.794339443467706,0.6280928629561899,28,Rue de l'Ecole,76450.0,Hautot-l'Auvray,Ecole élémentaire d'Hautot-l'Auvray,Normandie,357.0,2017,ROUEN
0020276P,49.7544444,3.5725,32,Rue du Château,2270.0,Chevresis-Monceau,Ecole élémentaire de Chevresis-Monceau,Hauts-de-France,368.0,2016,AMIENS
0020434L,49.5206,3.57971,32,6 rue de l'école,2000.0,Étouvelles,Ecole élémentaire d'Étouvelles,Hauts-de-France,215.0,2017,AMIENS
0020648U,49.515,3.9781800000000005,32,2bis rue du Moulin,2190.0,La Malmaison,Ecole de la Malmaison,Hauts-de-France,417.0,2016,AMIENS
0770080U,48.4570001,3.3742663,11,2 Grande rue,77114.0,Villiers-sur-Seine,Ecole élémentaire de Villiers-sur-Seine,Île-de-France,301.0,2017,CRETEIL
0020936G,49.4638994,3.9744055,32,3 rue de la place,2190.0,Prouvais,Ecole de Prouvais,Hauts-de-France,347.0,2016,AMIENS
0021324D,49.953055600000006,3.1938889,32,Rue de Priel,2420.0,Villeret,Ecole de Villeret,Hauts-de-France,310.0,2017,AMIENS
0021678N,49.21436880682779,3.3549198988681095,32,Rue des écoles,2210.0,Vierzy,Ecole de Vierzy,Hauts-de-France,446.0,2016,AMIENS
0251384U,46.9040348,6.3546345,27,8 rue Albert Camus,25300.0,Pontarlier,Ecole maternelle Péguy Charles,Bourgogne-et-Franche-Comté,17398.0,2017,BESANCON
0251627H,47.327306799999995,6.011267,27,Route de Bonnay,25870.0,Devecey,Ecole maternelle de Devecey,Bourgogne-et-Franche-Comté,1374.0,2017,BESANCON
0770592A,48.5590252,2.6824060000000003,11,Route de trois Moulins,77950.0,Rubelles,Ecole élémentaire Claudine Fabrici,Île-de-France,2012.0,2017,CRETEIL
0382802P,45.159305700000004,5.6878134000000005,84,43 avenue du Grand Champ,38180.0,Seyssins,Ecole maternelle Blanche Rochas,Auvergne-et-Rhône-Alpes,6945.0,2016,GRENOBLE
0382899V,45.4693305,5.473267118454441,84,465 rue du Grand Champ,38730.0,Virieu,Ecole maternelle de la Vallée,Auvergne-et-Rhône-Alpes,1109.0,2016,GRENOBLE
0390446Y,46.931999999999995,5.93256,27,2 Route de Pontarlier,39110.0,Cernans,Ecole maternelle de Cernans,Bourgogne-et-Franche-Comté,139.0,2016,BESANCON
0400725W,43.7080596,-1.0533076000000001,75,Rue Hugues,40100.0,Dax,Ecole maternelle Les Pins,Nouvelle-Aquitaine,20776.0,2016,BORDEAUX
0400775A,43.8825787,-0.5201452,75,21 avenue du 21 aoE»t,40280.0,Saint-Pierre-du-Mont,Ecole maternelle Bourg,Nouvelle-Aquitaine,9337.0,2017,BORDEAUX
0370212E,47.3900474,0.6889268,24,2 rue des Jacobins,37000.0,Tours,Ecole primaire France,Centre-Val-de-Loire,134803.0,2016,ORLEANS-TOURS
0371382B,47.2729908,0.5996983,24,Les Grands Clos,37260.0,Artannes-sur-Indre,Ecole maternelle Guehenno,Centre-Val-de-Loire,2534.0,2016,ORLEANS-TOURS
0140642X,48.896474100000006,-0.19991289999999998,28,1 rue de Nyon,14700.0,Falaise,Ecole maternelle Camp Ferme,Normandie,8343.0,2017,CAEN
0320120G,43.7258333,0.10388889999999999,76,Hameau du Parre,32290.0,Margouët-Meymes,Ecole élémentaire Margouet-Meymes,Occitanie,193.0,2017,TOULOUSE
0320129S,43.608737,-0.097589,76,Le village,32400.0,Maumusson-Laguian,Ecole élémentaire Maumusson Laguian,Occitanie,146.0,2016,TOULOUSE
0320159Z,43.4999606,0.2133846,76,Le village,32230.0,Monlezun,Ecole maternelle Empu Monlezun Pardiac,Occitanie,203.0,2016,TOULOUSE
0320164E,43.394088599999996,0.41885390000000006,76,Le village,32300.0,Montaut,Ecole maternelle Empu Montaut d'Astarac,Occitanie,111.0,2016,TOULOUSE
0320371E,43.4075,0.49444440000000006,76,Le village,32300.0,Lagarde-Hachan,Ecole Lagarde Hachan,Occitanie,161.0,2016,TOULOUSE
0141622M,48.8253485,-1.04035886236471,28,Rue du collège,14380.0,Saint-Sever-Calvados,Ecole maternelle de Saint-Sever-Calvados,Normandie,1248.0,2017,CAEN
0141664H,48.896474100000006,-0.19991289999999998,28,6 avenue de la Crosse,14700.0,Falaise,Ecole maternelle Fontaine Couverte,Normandie,8343.0,2017,CAEN
0141871H,49.195482500000004,0.35663720000000004,28,Route du Général de Gaulle,14590.0,Moyaux,Ecole maternelle de Moyaux,Normandie,1337.0,2017,CAEN
0320503Y,43.72347429999999,0.729581,76,Le bourg,32270.0,Crastes,Ecole élémentaire Crastes,Occitanie,251.0,2017,TOULOUSE
0270420K,49.2675049,0.9147993652315409,28,Rue du Général de Gaulle,27370.0,Le Thuit-Simer,Ecole élémentaire du Thuit-Simer,Normandie,458.0,2017,ROUEN
0270902J,48.8212529,0.7095443,28,43 rue Georges Clémenceau,27250.0,Rugles,Ecole élémentaire Georges Veuclin grouPe I,Normandie,2353.0,2017,ROUEN
0280088U,48.0747843739993,1.3445741790559,24,30 rue des Murgers,28200.0,Saint-Cloud-en-Dunois,Ecole maternelle Saint-Cloud En Dunois,Centre-Val-de-Loire,240.0,2017,ORLEANS-TOURS
0621029G,50.7765241,1.8348287,32,125 rue de la Mairie,62132.0,Boursin,Ecole primaire de Boursin,Hauts-de-France,272.0,2017,LILLE
0280284G,48.4231,1.46835,24,Cours Charles Brune,28600.0,Luisant,Ecole primaire André Juster,Centre-Val-de-Loire,6720.0,2017,ORLEANS-TOURS
0271270J,49.27895039999999,1.777826,28,1 rue du Côteau,27140.0,Gisors,Ecole maternelle Joliot Curie,Normandie,11201.0,2017,ROUEN
0621738C,50.639593700000006,2.4000602000000004,32,118 rue haute,62120.0,Aire-sur-la-Lys,Ecole d'Aire-sur-la-Lys,Hauts-de-France,9947.0,2016,LILLE
0621832E,50.45049,2.21829,32,12 rue Marcel Dollet,62134.0,Teneur,Ecole primaire RPI 125,Hauts-de-France,287.0,2016,LILLE
0280422G,48.2795417,1.4611983999999998,24,20 rue Jules Ferry,28360.0,Meslay-le-Vidame,Ecole primaire de Meslay-le-Vidame,Centre-Val-de-Loire,533.0,2017,ORLEANS-TOURS
0332329C,44.7081826,-0.4009928,75,Route de la Ruasse,33550.0,Langoiran,Ecole maternelle Pomarède,Nouvelle-Aquitaine,2302.0,2017,BORDEAUX
0332480S,45.127123100000006,-0.6635964,75,18 rue Docteur Gelineau,33390.0,Blaye,Ecole maternelle Pierre Bergeon,Nouvelle-Aquitaine,4730.0,2016,BORDEAUX
0623070A,50.302204700000004,2.7767966,32,29 rue Raoul Briquet,62223.0,Saint-Nicolas,Ecole maternelle Constant Dutilleux,Hauts-de-France,4634.0,2017,LILLE
0280446H,48.270233700000006,1.2715658,24,16 Grande rue,28120.0,Saint-Avit-les-Guespières,Ecole maternelle Saint-Avit Les Guespières,Centre-Val-de-Loire,376.0,2017,ORLEANS-TOURS
0340514Z,43.6112422,3.8767337,76,759 rue Croix de Figuerolles,34070.0,Montpellier,Ecole élémentaire Dante Alighieri,Occitanie,272084.0,2016,MONTPELLIER
0382256W,45.2066078,5.6629992,84,1 rue des Parcs,38360.0,Sassenage,Ecole maternelle Rivoire la Dame,Auvergne-et-Rhône-Alpes,11705.0,2017,GRENOBLE
0382466Z,45.3558251,5.616002,84,Rue du 11 Novembre,38500.0,Coublevie,Ecole élémentaire Le Bérard,Auvergne-et-Rhône-Alpes,4567.0,2017,GRENOBLE
0311295P,43.6434,1.37799,76,Chemin des Près,31700.0,Blagnac,Ecole maternelle Les Près,Occitanie,22969.0,2017,TOULOUSE
0220346G,48.675503799999994,-2.928296,53,Avenue Laënnec,22580.0,Plouha,Ecole maternelle Jacques et Mona Ozouf,Bretagne,4505.0,2016,RENNES
0221124C,48.32409335,-2.49628947585718,53,Rue Penthievre,22330.0,Le Gouray,Ecole du Gouray,Bretagne,1263.0,2016,RENNES
0400558P,44.0295744,-1.1987407039618898,75,Le bourg,40170.0,Uza,Ecole maternelle d'Uza,Nouvelle-Aquitaine,159.0,2017,BORDEAUX
0221609E,48.808542700000004,-3.3723211,53,1 place d'Aiguilles,22660.0,Trélévern,Ecole maternelle de Trélévern,Bretagne,1360.0,2017,RENNES
0221627Z,48.7322183,-3.4587993999999997,53,Rue du calvaire,22300.0,Lannion,Ecole maternelle Servel,Bretagne,19627.0,2017,RENNES
0221628A,48.7322183,-3.4587993999999997,53,Rue des 7 Tournants,22300.0,Lannion,Ecole maternelle Kroas-Hent,Bretagne,19627.0,2016,RENNES
0221637K,48.784201,-3.2319779,53,Rue du Phare de la Corne,22220.0,Tréguier,Ecole maternelle Goas Mikaël,Bretagne,2489.0,2016,RENNES
0240407M,45.32966665,0.625948985254953,75,Le bourg,24310.0,Valeuil,Ecole élémentaire de Valeuil,Nouvelle-Aquitaine,388.0,2016,BORDEAUX
