2015-2016	2016-2017	2017-2018	Académie	Adresse	Appellation officielle	Code département	Code postal	Commune	Département	Etat établissement	Latitude	Lieu dit	Longitude	Nombre d'élèves 2015-2016	Nombre d'élèves 2016-2017	Nombre d'élèves 2017-2018	Numéro d'école	Patronyme uai	Secteur d'enseignement	code région	libellé région
yes	no	no	RENNES	Rue des 7 Tournants	Ecole maternelle Kroas-Hent 		22300	Lannion						73.0			0221628A		PUBLIC	53	Bretagne
yes	no	no	RENNES	Rue du Phare de la Corne	Ecole maternelle Goas Mikaël 		22220	Tréguier						60.0			0221637K		PUBLIC	53	Bretagne
yes	no	no	BORDEAUX	Le bourg	Ecole élémentaire de Valeuil 		24310	Valeuil						25.0			0240407M		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	BORDEAUX	Route d'Angouleme	Ecole primaire de Javerlhac-et-la-Chapelle-Saint-Robert 		24300	Javerlhac-et-la-Chapelle-Saint-Robert						58.0			0240556Z		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	BORDEAUX	29 rue Mozart	Ecole maternelle Marancy 		64000	Pau						136.0	132.0		0641049T		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	REIMS	16 rue Désiré Guelliot	Ecole primaire Hippolyte Taine 		8400	Vouziers						110.0			0080449V		PUBLIC	44	Grand-Est
yes	no	no	REIMS	Rue principale	Ecole primaire de Houdilcourt 		8190	Houdilcourt						19.0			0080554J		PUBLIC	44	Grand-Est
yes	no	no	REIMS	22 Grande rue	Ecole primaire d'Éteignières 		8260	Éteignières						41.0			0080596E		PUBLIC	44	Grand-Est
yes	no	no	BORDEAUX	La Pisserotte	Ecole élémentaire de Saint-Michel-de-Villadeix 		24380	Saint-Michel-de-Villadeix						23.0			0240868N		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	BORDEAUX	20 rue des écoles	Ecole de Belvès 		24170	Belvès						109.0			0240963S		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	BORDEAUX	2 place de 8 Mai 1945	Ecole maternelle Saint-Exupéry 		24440	Beaumont-du-Périgord						28.0			0240972B		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	BORDEAUX	Rue Louis Lescure	Ecole maternelle Yves Peron 		24750	Boulazac						92.0			0241049K		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	BORDEAUX	Le bourg	Ecole maternelle de Bassillac 		24330	Bassillac						72.0	76.0		0241094J		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	ORLEANS-TOURS	Rue de la Mairie	Ecole primaire de Candes-Saint-Martin 		37500	Candes-Saint-Martin						12.0	14.0		0370567R		PUBLIC	24	Centre-Val-de-Loire
yes	yes	no	TOULOUSE	Le bourg	Ecole primaire de Vire-sur-Lot 		46700	Vire-sur-Lot						20.0	17.0		0460382R		PUBLIC	76	Occitanie
yes	yes	no	TOULOUSE	Place de l'Ecole	Ecole maternelle Begoux 		46000	Cahors						45.0	48.0		0460649F		PUBLIC	76	Occitanie
yes	yes	no	CAEN	60 place Champlain	Ecole maternelle Nicolas Copernic 		14000	Caen						148.0	137.0		0141560V		PUBLIC	28	Normandie
yes	yes	no	REIMS	2 rue Ferdinand Buisson	Ecole maternelle Ferdinand Buisson 		10600	La Chapelle-Saint-Luc						67.0	78.0		0100194G		PUBLIC	44	Grand-Est
yes	no	no	REIMS	30 rue de l'Ecole militaire	Ecole maternelle Jean de la Fontaine 		10500	Brienne-le-Château						94.0			0100768F		PUBLIC	44	Grand-Est
yes	no	no	REIMS	12 rue des Tonnelles	Ecole maternelle de Mailly-le-Camp 		10230	Mailly-le-Camp						79.0			0100814F		PUBLIC	44	Grand-Est
yes	no	no	REIMS	10 rue de l'Ecole	Ecole maternelle de Vallentigny 		10500	Vallentigny						18.0			0101080V		PUBLIC	44	Grand-Est
yes	yes	no	NANCY-METZ	23 rue des Près	Ecole maternelle de l'Etang 		57700	Ranguevaux						26.0	5.0		0570973Y		PUBLIC	44	Grand-Est
yes	yes	no	TOULOUSE	Le bourg	Ecole de Lugan 		12220	Lugan						23.0	14.0		0120428A		PUBLIC	76	Occitanie
yes	yes	no	LILLE	80 rue Robert Schuman	Ecole maternelle Desrousseaux 		59700	Marcq-en-Barœul						85.0	86.0		0591758R		PUBLIC	32	Hauts-de-France
yes	no	no	ORLEANS-TOURS	6 rue Domaine	Ecole élémentaire de Drevant 		18200	Drevant						19.0			0180442H		PUBLIC	24	Centre-Val-de-Loire
yes	no	no	ORLEANS-TOURS	55 rue Victor Hugo	Ecole maternelle Jean de la Fontaine 		18500	Mehun-sur-Yèvre						43.0			0180813L		PUBLIC	24	Centre-Val-de-Loire
yes	yes	no	LIMOGES	Le bourg	Ecole élémentaire de Sexcles 		19430	Sexcles						21.0	19.0		0195040A		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	DIJON	2 place Monge	Ecole élémentaire Monge 		21210	Saulieu						64.0			0210593F		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	DIJON	1 bis rue Colonel Fonck	Ecole maternelle Valentin 		21600	Longvic						64.0			0210874L		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	DIJON	13 rue Bossuet	Ecole maternelle RPI 		21170	Franxault						25.0			0211752R		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	LILLE	23 rue Jules Ferry	Ecole maternelle du Grand Parc 		59550	Landrecies						63.0	62.0		0594341Y		PUBLIC	32	Hauts-de-France
yes	yes	no	TOULOUSE	12 rue Hount Blanque	Ecole élémentaire Jules Ferry 		65200	Bagnères-de-Bigorre						104.0	105.0		0650294S		PUBLIC	76	Occitanie
yes	no	no	AIX-MARSEILLE	3 impasse de la Gavelière	Ecole maternelle Marius Thomas 		13007	Marseille						95.0			0130888V		PUBLIC	93	Provence-Alpes-Côte-d'Azur
yes	yes	no	LYON	81 rue de la Jomayère	Ecole maternelle Jomayère 		42100	Saint-Étienne						128.0	120.0		0420654H		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	TOULOUSE	18 Rue Georges Clémenceau	Ecole élémentaire Paul Guth 		65380	Ossun						97.0	102.0		0650748K		PUBLIC	76	Occitanie
yes	yes	no	TOULOUSE	346 rue Pasteur	Ecole élémentaire Paul Bert Paul Baratgin 		65300	Lannemezan						90.0	90.0		0650850W		PUBLIC	76	Occitanie
yes	yes	no	DIJON	Le bourg	Ecole élémentaire de Céron 		71110	Céron						17.0	13.0		0710791Z		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	DIJON	22 Grande rue	Ecole de Saint-Bonnet-en-Bresse 		71310	Saint-Bonnet-en-Bresse						9.0			0711274Z		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	DIJON	11 rue Pasteur	Ecole maternelle Pasteur 		71230	Saint-Vallier						43.0			0711367A		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	STRASBOURG	3 chemin des écoliers	Ecole maternelle Le Verger 		67760	Gambsheim						74.0	71.0		0670301N		PUBLIC	44	Grand-Est
yes	no	no	CAEN	Route de Sallenelles	Ecole de Bréville-les-Monts 		14860	Bréville-les-Monts						33.0			0140766G		PUBLIC	28	Normandie
yes	no	no	CAEN	Le bourg	Ecole élémentaire de Clarbec 		14130	Clarbec						19.0			0140911P		PUBLIC	28	Normandie
yes	yes	no	BESANCON	5 rue de Barboilloz	Ecole maternelle Le Grand Gresil 		70000	Vesoul						61.0	53.0		0700938P		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	CAEN	2 place de l'Eglise	Ecole maternelle de Bretteville-sur-Odon 		14760	Bretteville-sur-Odon						107.0	99.0		0141538W		PUBLIC	28	Normandie
yes	no	no	CAEN	Le bourg	Ecole maternelle de Reux 		14130	Reux						34.0			0141670P		PUBLIC	28	Normandie
yes	no	no	CAEN	Le bourg	Ecole maternelle d'Ablon 		14600	Ablon						48.0			0141673T		PUBLIC	28	Normandie
yes	no	no	CAEN	Place du marché	Ecole maternelle Pauline Kergomard 		14111	Louvigny						82.0			0141675V		PUBLIC	28	Normandie
yes	no	no	CAEN	Chemin des écoles	Ecole maternelle d'Aubigny 		14700	Aubigny						22.0			0141995T		PUBLIC	28	Normandie
yes	yes	no	POITIERS	Le bourg	Ecole élémentaire de Montignac-le-Coq 		16390	Montignac-le-Coq						20.0	20.0		0160195A		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	POITIERS	153 Route de Paris Le Pontouvre	Ecole maternelle Charles Perrault 		16160	Gond-Pontouvre						52.0			0160256S		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	DIJON	Cidex 106	Ecole élémentaire de Barizey 		71640	Barizey						18.0	19.0		0710989P		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	TOULOUSE	Le village	Ecole maternelle Empu Peyrusse Grande 		32320	Peyrusse-Grande						21.0	15.0		0320200U		PUBLIC	76	Occitanie
yes	no	no	POITIERS	Le bourg	Ecole élémentaire de Vilhonneur 		16220	Vilhonneur						20.0			0160625T		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	POITIERS	34 avenue 24 aoE»t 1944	Ecole maternelle Les Tilleuls 		16440	Mouthiers-sur-Boëme						74.0			0161068Z		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	POITIERS	Le Treuil Mureau	Ecole élémentaire de Puyrolland 		17380	Puyrolland						17.0			0170196W		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	STRASBOURG	6 rue des écoles	Ecole maternelle l'Envol 		68560	Hirsingue						73.0	86.0		0680681W		PUBLIC	44	Grand-Est
yes	yes	no	LA REUNION	32 rue Adrien Lagourgue	Ecole élémentaire Piton St-Leu grouPe B 		97436	Saint-Leu						358.0	355.0		9740260P		PUBLIC	4	La-Réunion
no	yes	no	LA REUNION	239 rue Louis Hoareau	Ecole élémentaire publique Bagatelle	974	97441	Sainte-Suzanne	La Réunion	OUVERT	-20.9280175558611	Bagatelle	55.58616034560367		5.0		9740433C	SARDA GARRIGA	PUBLIC	4	La-Réunion
yes	yes	no	LYON	22 rue Descours	Ecole maternelle Descours 		42000	Saint-Étienne						125.0	113.0		0420657L		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	LYON	Le bourg	Ecole maternelle Le Bourg 		42410	Vérin						35.0	30.0		0420900A		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	VERSAILLES	Avenue 1ère Armée Française	Ecole maternelle Ferdinand Buisson 		95160	Montmorency						169.0	164.0		0950533N		PUBLIC	11	Île-de-France
yes	yes	no	CRETEIL	29 rue Albert 1er	Ecole maternelle Paul Langevin 		94600	Choisy-le-Roi						382.0	461.0		0940394T		PUBLIC	11	Île-de-France
yes	yes	no	CRETEIL	2 rue Edouard Vaillant	Ecole maternelle Edouard Vaillant 2 		94120	Fontenay-sous-Bois						84.0	75.0		0941548X		PUBLIC	11	Île-de-France
yes	yes	no	GRENOBLE	13 rue Manouchian	Ecole maternelle Paul Langevin 1 		38130	Échirolles						105.0	107.0		0380442Z		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	TOULOUSE	Avenue Jean Jaurès	Ecole maternelle Jean Jaurès 		81130	Cagnac-les-Mines						107.0	92.0		0810839X		PUBLIC	76	Occitanie
yes	yes	no	TOULOUSE	Place de la Gendarmerie	Ecole maternelle la Rose des vents 		82230	Monclar-de-Quercy						89.0	69.0		0820768P		PUBLIC	76	Occitanie
yes	yes	no	BORDEAUX	5 rue Louis Barthou	Ecole maternelle Pegle 		40000	Mont-de-Marsan						60.0	58.0		0400833N		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	BORDEAUX	3 bis rue Bonado	Ecole maternelle Maréchal Bosquet 		64000	Pau						95.0			0641039G		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	TOULOUSE	30 chemin Cami Dera Mignouna	Ecole élémentaire d'Ozon 		65190	Ozon						13.0	11.0		0650563J		PUBLIC	76	Occitanie
yes	yes	no	TOULOUSE	474 boulevard des Tilleuls	Ecole maternelle Bourtoulets 		65300	Lannemezan						55.0	50.0		0650603C		PUBLIC	76	Occitanie
yes	no	no	VERSAILLES	18 rue Jean de la Bruyère	Ecole maternelle la Farandole 		78000	Versailles						106.0			0781217Z		PUBLIC	11	Île-de-France
yes	yes	no	VERSAILLES	2 allée de Normandie	Ecole maternelle Maréchal Leclerc 		78230	Le Pecq						100.0	107.0		0782252Z		PUBLIC	11	Île-de-France
yes	yes	no	VERSAILLES	1 rue Tristan Bernard	Ecole maternelle Nouveau Cottage 		78340	Les Clayes-sous-Bois						68.0	75.0		0782334N		PUBLIC	11	Île-de-France
yes	yes	no	VERSAILLES	54 rue du Docteur Vaillant	Ecole maternelle Paul Langevin 		78210	Saint-Cyr-l'École						114.0	122.0		0783080Z		PUBLIC	11	Île-de-France
yes	yes	no	VERSAILLES	8 impasse des Ormes	Ecole maternelle Tom Pouce 		78540	Vernouillet						141.0	156.0		0783368M		PUBLIC	11	Île-de-France
yes	no	no	LILLE	Impasse de l'Eglise	Ecole élémentaire RPI 96 		62450	Warlencourt-Eaucourt						21.0			0624299L		PUBLIC	32	Hauts-de-France
yes	no	no	GRENOBLE	Rue du Talweg	Ecole maternelle Pablo Neruda 		73000	Chambéry						55.0			0731216A		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	no	no	DIJON	1 rue des Pierres	Ecole élémentaire Chancelier Rolin 		71400	Autun						59.0			0710727E		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	DIJON	Le bourg	Ecole d'Artaix 		71110	Artaix						13.0			0710794C		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	DIJON	Le bourg	Ecole élémentaire de Saint-Germain-en-Brionnais 		71800	Saint-Germain-en-Brionnais						15.0			0710802L		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	DIJON	Rue du Général de Gaulle	Ecole de Saint-Émiland 		71490	Saint-Émiland						5.0			0710996X		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	DIJON	Le bourg	Ecole maternelle de Saint-Symphorien-de-Marmagne 		71710	Saint-Symphorien-de-Marmagne						24.0			0711719H		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	DIJON	26 rue Champagny	Ecole maternelle Marguerite Bouzereau 		71120	Charolles						99.0	114.0		0710177G		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	AMIENS	43 chaussée Brunehaut	Ecole maternelle d'Estrées-Deniécourt 		80200	Estrées-Deniécourt						30.0			0800437R		PUBLIC	32	Hauts-de-France
yes	no	no	AMIENS	1 rue de Marcaille	Ecole primaire de Soyécourt 		80200	Soyécourt						26.0			0800447B		PUBLIC	32	Hauts-de-France
yes	no	no	AMIENS	24 place du Pont des Près	Ecole maternelle Pont des Près 		80100	Abbeville						52.0			0800819F		PUBLIC	32	Hauts-de-France
yes	no	no	AMIENS	24 rue Phileas Lebesgue	Ecole maternelle faubourg du Bois Chaufour 		80100	Abbeville						43.0			0800821H		PUBLIC	32	Hauts-de-France
yes	no	no	AMIENS	Rue Baudrez	Ecole primaire Jean Cayeux 		80136	Rivery						85.0			0801177V		PUBLIC	32	Hauts-de-France
yes	no	no	AMIENS	2 rue Defarcy	Ecole maternelle d'Hallencourt 		80490	Hallencourt						74.0			0801785F		PUBLIC	32	Hauts-de-France
yes	no	no	TOULOUSE	Rue Ferdinand Cassan	Ecole maternelle Fernand Cassan 		81400	Blaye-les-Mines						23.0			0810295F		PUBLIC	76	Occitanie
yes	yes	no	AMIENS	48 Grande rue	Ecole élémentaire de Hodenc-l'Évêque 		60430	Hodenc-l'Évêque						21.0	13.0		0601888B		PUBLIC	32	Hauts-de-France
yes	yes	no	LILLE	Rue Marie Curie	Ecole maternelle Marie Curie 		62380	Lumbres						44.0	37.0		0620423Y		PUBLIC	32	Hauts-de-France
yes	no	no	CAEN	23 bis rue Marcel Louvel	Ecole maternelle Les Comptines 		61110	Rémalard						91.0			0610084K		PUBLIC	28	Normandie
yes	no	no	CAEN	Le bourg	Ecole élémentaire de Neuilly-le-Bisson 		61250	Neuilly-le-Bisson						19.0			0610227R		PUBLIC	28	Normandie
yes	no	no	CAEN	5 place de Mairie	Ecole de Glos-la-Ferrière 		61550	Glos-la-Ferrière						43.0			0610480R		PUBLIC	28	Normandie
yes	no	no	CAEN	Rue Clémence Gibory	Ecole maternelle Moulin E  Vent 		61300	L'Aigle						61.0			0611003J		PUBLIC	28	Normandie
yes	yes	no	NANCY-METZ	181 Grande rue	Ecole primaire de Domjulien 		88800	Domjulien						22.0	18.0		0880589M		PUBLIC	44	Grand-Est
yes	yes	no	NANCY-METZ	95 rue de l'école	Ecole primaire de Bayecourt 		88150	Bayecourt						17.0	17.0		0880746H		PUBLIC	44	Grand-Est
yes	no	no	ROUEN	248 avenue Jean Lorrain	Ecole maternelle Jean Lorrain 		76400	Fécamp						41.0			0761569T		PUBLIC	28	Normandie
yes	yes	no	ROUEN	Rue de la Forge	Ecole maternelle du Point du jour 		76290	Saint-Martin-du-Manoir						54.0	47.0		0762359B		PUBLIC	28	Normandie
yes	yes	no	DIJON	14 rue de l'Eglise	Ecole de Saint-Léger-Vauban 		89630	Saint-Léger-Vauban						18.0	14.0		0890181N		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	AMIENS	Avenue P. et M. Curie	Ecole maternelle de Mers-les-Bains 		80350	Mers-les-Bains						67.0	67.0		0802044M		PUBLIC	32	Hauts-de-France
yes	yes	no	TOULOUSE	15 rue de l'Eglise	Ecole d'Arfons 		81110	Arfons						5.0	13.0		0810172X		PUBLIC	76	Occitanie
yes	yes	no	LILLE	4 rue Bomy	Ecole élémentaire de Reclinghem 		62560	Reclinghem						55.0	57.0		0624297J		PUBLIC	32	Hauts-de-France
yes	yes	no	BESANCON	Hameau de l'Assise	Ecole maternelle Le Grand Bois Andelnans 		90400	Andelnans						49.0	41.0		0900343J		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	VERSAILLES	2 place de la Mairie	Ecole élémentaire d'Abbéville-la-Rivière 		91150	Abbéville-la-Rivière						21.0	18.0		0910119K		PUBLIC	11	Île-de-France
yes	yes	no	CRETEIL	Route de trois Moulins	Ecole maternelle de Rubelles 		77950	Rubelles						72.0	75.0		0771796J		PUBLIC	11	Île-de-France
yes	yes	no	VERSAILLES	2 rue de Valmy	Ecole maternelle Eugénie Cotton 		78280	Guyancourt						67.0	44.0		0781560X		PUBLIC	11	Île-de-France
yes	yes	no	STRASBOURG	Rue Jungholz	Ecole maternelle de Heiligenstein 		67140	Heiligenstein						37.0	40.0		0672619H		PUBLIC	44	Grand-Est
yes	yes	no	POITIERS	1 rue Mélusine	Ecole Montgazon 		79200	Parthenay						158.0	120.0		0790106L		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	AMIENS	1 rue de Monceaux	Ecole élémentaire de Hodenc-en-Bray 		60650	Hodenc-en-Bray						23.0	24.0		0600233C		PUBLIC	32	Hauts-de-France
yes	yes	no	CLERMONT-FERRAND	390 rue du Champclos	Ecole maternelle Le Masage 		63110	Beaumont						105.0	93.0		0631699E		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	AMIENS	Chemin Fontaine Saint-Clair	Ecole élémentaire de Tourly 		60240	Tourly						26.0	16.0		0600153R		PUBLIC	32	Hauts-de-France
yes	yes	no	AMIENS	16 bis rue Ruegg	Ecole élémentaire de Séry-Magneval 		60800	Séry-Magneval						23.0	26.0		0600327E		PUBLIC	32	Hauts-de-France
yes	yes	no	NANCY-METZ	1 rue des écoles	Ecole élémentaire Schaeferhof 		57850	Dabo						48.0	48.0		0573332M		PUBLIC	44	Grand-Est
yes	yes	no	MONTPELLIER	56 avenue de Baixas	Ecole primaire Victor Hugo 		66240	Saint-Estève						125.0	122.0		0660670V		PUBLIC	76	Occitanie
yes	yes	no	AMIENS	20 place Henri Sy	Ecole primaire de Lihons 		80320	Lihons						77.0	55.0		0800443X		PUBLIC	32	Hauts-de-France
yes	yes	no	DIJON	Le bourg	Ecole élémentaire de Beaumont-la-Ferrière 		58700	Beaumont-la-Ferrière						17.0	19.0		0580938E		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	LILLE	20 rue de la Victoire	Ecole maternelle Georges Brassens 		59560	Comines						129.0	98.0		0591003V		PUBLIC	32	Hauts-de-France
yes	yes	no	TOULOUSE	Rue de la Lande de Boc	Ecole élémentaire Le Guerissa 		65300	Lannemezan						71.0	59.0		0650497M		PUBLIC	76	Occitanie
yes	yes	no	NANCY-METZ	2 Grande rue	Ecole de Domèvre-sur-Durbion 		88330	Domèvre-sur-Durbion						38.0	34.0		0880753R		PUBLIC	44	Grand-Est
yes	yes	no	NANCY-METZ	Rue du 8 Mai 1945	Ecole primaire Louis Madelin 		88110	Raon-l'Étape						96.0	83.0		0881537T		PUBLIC	44	Grand-Est
yes	yes	no	NANCY-METZ	63 rue du Docteur Cabasse	Ecole primaire Joseph Bey 		88500	Mirecourt						134.0	133.0		0881688G		PUBLIC	44	Grand-Est
yes	yes	no	DIJON	14 rue Saint-Marcel	Ecole d'Annay-la-Côte 		89200	Annay-la-Côte						16.0	11.0		0890099Z		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	AMIENS	7 Rue Benjamin d'Hardivillers	Ecole primaire Les Samares 		80290	Poix-de-Picardie						132.0	131.0		0801127R		PUBLIC	32	Hauts-de-France
yes	yes	no	TOULOUSE	Le bourg	Ecole primaire de Mont-Roc 		81120	Mont-Roc						17.0	16.0		0810267A		PUBLIC	76	Occitanie
yes	yes	no	POITIERS	3 avenue Jean Augry	Ecole maternelle Marc Chagall 		86150	L'Isle-Jourdain						25.0	22.0		0860299H		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	NANCY-METZ	2 rue Jules Ferry	Ecole maternelle Jean de la Fontaine 		54380	Dieulouard						119.0	126.0		0540374N		PUBLIC	44	Grand-Est
yes	yes	no	NANCY-METZ	1 place de l'église	Ecole de Bulligny 		54113	Bulligny						66.0	58.0		0541794G		PUBLIC	44	Grand-Est
yes	yes	no	ROUEN	Rue des Papillons	Ecole maternelle Georges Brassens 		76370	Saint-Martin-en-Campagne						72.0	61.0		0762722W		PUBLIC	28	Normandie
yes	yes	no	POITIERS	13 rue du 19 Mars 1962	Ecole maternelle Le Crepin 		86530	Naintré						87.0	97.0		0861087P		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	VERSAILLES	4 rue des écoles	Ecole maternelle Joseph Bara 		91120	Palaiseau						78.0	79.0		0910604M		PUBLIC	11	Île-de-France
yes	yes	no	VERSAILLES	Rue des Ruelles	Ecole maternelle Le Village 		91150	Brières-les-Scellés						51.0	53.0		0911466Z		PUBLIC	11	Île-de-France
yes	yes	no	CAEN	Place Georges Pompidou	Ecole de Saint-Maurice-lès-Charencey 		61190	Saint-Maurice-lès-Charencey						26.0	25.0		0610987S		PUBLIC	28	Normandie
yes	yes	no	VERSAILLES	29 avenue Pierre Grenier	Ecole élémentaire Pierre Grenier 		92100	Boulogne-Billancourt						171.0	178.0		0920269T		PUBLIC	11	Île-de-France
yes	yes	no	LA REUNION	9 rue Claude de Sigoyer	Ecole maternelle Paille En Queue 		97460	Saint-Paul						133.0	114.0		9740030P		PUBLIC	4	La-Réunion
yes	yes	no	VERSAILLES	Place du Quercy	Ecole maternelle Les Avelines Groupe 1 		91940	Les Ulis						75.0	74.0		0911317M		PUBLIC	11	Île-de-France
yes	yes	no	CRETEIL	Place de la Mairie d'Ormeaux	Ecole élémentaire Ormeaux 		77540	Lumigny-Nesles-Ormeaux	Seine-et-Marne		48.736940		2.951950	47.0	47.0		0770844Z		PUBLIC	11	Île-de-France
yes	no	no	MAYOTTE											183.0			9760176M		PUBLIC	6	Mayotte
yes	yes	no	CRETEIL	19 rue Louis Blériot	Ecole maternelle Orly-Parc 		77400	Lagny-sur-Marne						39.0	41.0		0771375B		PUBLIC	11	Île-de-France
yes	yes	no	AMIENS	3 place de la Mairie	Ecole élémentaire de Chartèves 		2400	Chartèves						25.0	21.0		0020228M		PUBLIC	32	Hauts-de-France
yes	yes	no	AMIENS	4 rue Pasteur	Ecole élémentaire de Barzy-sur-Marne 		2850	Barzy-sur-Marne						25.0	22.0		0020374W		PUBLIC	32	Hauts-de-France
yes	yes	no	AMIENS	88 rue Henri Dunant	Ecole maternelle Groupe scolaire François Collery 		2100	Saint-Quentin						101.0	98.0		0020871L		PUBLIC	32	Hauts-de-France
yes	no	no	AMIENS	3 rue du Bois d'Ouvret	Ecole élémentaire de Louâtre 		2600	Louâtre						17.0			0021036R		PUBLIC	32	Hauts-de-France
yes	no	no	AMIENS	14 rue des Annois	Ecole maternelle de Saint-Erme-Outre-et-Ramecourt 		2820	Saint-Erme-Outre-et-Ramecourt						50.0			0021842S		PUBLIC	32	Hauts-de-France
yes	yes	no	NICE	Rue Honoré Passeron	Ecole maternelle Ricolfi 2 		6390	Contes						70.0	74.0		0061803C		PUBLIC	93	Provence-Alpes-Côte-d'Azur
yes	yes	no	GRENOBLE	42 boulevard Pasteur	Ecole élémentaire Teillaret 		7400	Le Teil						42.0	37.0		0070337D		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	no	no	GRENOBLE	Le village	Ecole primaire de Dornas 		7160	Dornas						10.0			0071129P		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	no	no	REIMS	1 rue Maurice Ravel	Ecole maternelle Camille Lassaux 		8300	Rethel						40.0			0080488M		PUBLIC	44	Grand-Est
yes	no	no	REIMS	6 place de l'Abbé Haguenin	Ecole primaire d'Avaux 		8190	Avaux						24.0			0080547B		PUBLIC	44	Grand-Est
yes	no	no	CLERMONT-FERRAND	37 rue du Docteur Denis	Ecole maternelle Les Mimosas 		3000	Moulins						119.0			0030843A		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	no	no	CLERMONT-FERRAND	Le bourg	Ecole maternelle de Neuvy 		3000	Neuvy						44.0			0030949R		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	CLERMONT-FERRAND	6 rue Couzenottes	Ecole maternelle de Jaligny-sur-Besbre 		3220	Jaligny-sur-Besbre						29.0	24.0		0031026Z		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	no	no	AIX-MARSEILLE	Boulevard des Tilleuls	Ecole maternelle Les Tilleuls 		4100	Manosque						67.0			0040205B		PUBLIC	93	Provence-Alpes-Côte-d'Azur
yes	yes	no	GUADELOUPE	2 rue des écoliers	Ecole primaire Gaston Calmet 		97160	Le Moule						118.0	108.0		9710239H		PUBLIC	1	Guadeloupe
yes	yes	no	AIX-MARSEILLE	16 rue Jean Macé	Ecole maternelle Puymaure 		5000	Gap						94.0	75.0		0050154R		PUBLIC	93	Provence-Alpes-Côte-d'Azur
yes	yes	no	NICE	5 rue Lacan	Ecole maternelle Doumer 		6600	Antibes						122.0	123.0		0060122A		PUBLIC	93	Provence-Alpes-Côte-d'Azur
yes	yes	no	GUADELOUPE	Le bourg	Ecole primaire Bourg 1 		97114	Trois-Rivières						128.0	125.0		9710313N		PUBLIC	1	Guadeloupe
yes	yes	no	NICE	Rue des Arbousiers	Ecole primaire Eluard 		6510	Carros						147.0	141.0		0061289U		PUBLIC	93	Provence-Alpes-Côte-d'Azur
yes	yes	no	CRETEIL	2 rue Edouard Vaillant	Ecole maternelle Edouard Vaillant 1 		94120	Fontenay-sous-Bois						97.0	88.0		0941489H		PUBLIC	11	Île-de-France
yes	yes	no	VERSAILLES	15 Grande rue	Ecole du Heaulme 		95640	Le Heaulme						20.0	23.0		0950395N		PUBLIC	11	Île-de-France
