0672452B;48.3966676;48.3966676;Mittelbergheim, Sélestat-Erstein, Bas-Rhin, Grand Est, France métropolitaine, 67140, France;True
0672620J;48.4553525;48.4553525;Rothau, Molsheim, Bas-Rhin, Grand Est, France métropolitaine, 67570, France;True
0111002E;43.0202133;43.0202133;Villardebelle, Limoux, Aude, Occitanie, France métropolitaine, 11580, France;True
0121031F;43.9543047;43.9543047;Coupiac, Millau, Aveyron, Occitanie, France métropolitaine, 12550, France;True
0160187S;45.348474;45.348474;Palluaud, Angoulême, Charente, Nouvelle-Aquitaine, France métropolitaine, 16390, France;True
0160287A;45.6763498;45.6763498;Ruelle-sur-Touvre, Angoulême, Charente, Nouvelle-Aquitaine, France métropolitaine, 16600, France;True
0160449B;45.7594369;45.7594369;Vars, Confolens, Charente, Nouvelle-Aquitaine, France métropolitaine, 16330, France;True
0160529N;46.0316836;46.0316836;Esse, Confolens, Charente, Nouvelle-Aquitaine, France métropolitaine, 16500, France;True
0280310K;48.4231;48.4231;Luisant, Chartres, Eure-et-Loir, Centre-Val de Loire, France métropolitaine, 28600, France;True
0572592H;49.1492922;49.1492922;Bousbach, Forbach-Boulay-Moselle, Moselle, Grand Est, France métropolitaine, 57460, France;True
0572687L;49.1198867;49.1198867;Montoy-Flanville, Ogy-Montoy-Flanville, Metz, Moselle, Grand Est, France métropolitaine, 57645, France;True
0572781N;49.2515048;49.2515048;Rombas, Metz, Moselle, Grand Est, France métropolitaine, 57120, France;True
0681387N;47.7569173878324;47.7569173878324;Lutterbach, Grand Est, France métropolitaine, 68210, France;False
0681512Z;47.7627813;47.7627813;Aspach-le-Bas, Thann-Guebwiller, Haut-Rhin, Grand Est, France métropolitaine, 68700, France;True
0160851N;45.9935688;45.9935688;Ansac-sur-Vienne, Confolens, Charente, Nouvelle-Aquitaine, France métropolitaine, 16500, France;True
0161030H;46.0120389;46.0120389;Villefagnan, Confolens, Charente, Nouvelle-Aquitaine, France métropolitaine, 16240, France;True
0161129R;45.7750157;45.7750157;Anais, Confolens, Charente, Nouvelle-Aquitaine, France métropolitaine, 16560, France;True
0410893Y;48.0406043;48.0406043;Droué, Vendôme, Loir-et-Cher, Centre-Val de Loire, France métropolitaine, 41270, France;True
0420326B;46.0345572;46.0345572;Roanne, Loire, Auvergne-Rhône-Alpes, France métropolitaine, 42300, France;True
0420377G;45.4348987;45.4348987;Roche-la-Molière, Saint-Étienne, Loire, Auvergne-Rhône-Alpes, France métropolitaine, 42230, France;True
0420652F;45.4401467;45.4401467;Saint-Étienne, Loire, Auvergne-Rhône-Alpes, France métropolitaine, France;True
0670207L;48.2422436;48.2422436;Orschwiller, Sélestat-Erstein, Bas-Rhin, Grand Est, France métropolitaine, 67600, France;True
0670220A;48.5425109;48.5425109;Ostwald, Strasbourg, Bas-Rhin, Grand Est, France métropolitaine, 67540, France;True
0670292D;48.584614;48.584614;Strasbourg, Bas-Rhin, Grand Est, France métropolitaine, France;True
0670364G;48.9012785;48.9012785;Hatten, Haguenau-Wissembourg, Bas-Rhin, Grand Est, France métropolitaine, 67690, France;True
0671099F;48.71944845;48.71944845;Gingsheim, Wingersheim les Quatre Bans, Saverne, Bas-Rhin, Grand Est, France métropolitaine, 67270, France;True
0420961S;46.0205;46.0205;Le Coteau, Roanne, Loire, Auvergne-Rhône-Alpes, France métropolitaine, 42120, France;True
0421190R;46.0345572;46.0345572;Roanne, Loire, Auvergne-Rhône-Alpes, France métropolitaine, 42300, France;True
0421472X;45.4401467;45.4401467;Saint-Étienne, Loire, Auvergne-Rhône-Alpes, France métropolitaine, France;True
0421529J;45.4401467;45.4401467;Saint-Étienne, Loire, Auvergne-Rhône-Alpes, France métropolitaine, France;True
0421988H;45.4401467;45.4401467;Saint-Étienne, Loire, Auvergne-Rhône-Alpes, France métropolitaine, France;True
0830730T;43.1007714;43.1007714;La Seyne-sur-Mer, Toulon, Var, Provence-Alpes-Côte d'Azur, France métropolitaine, 83500, France;True
0671470J;48.9404465;48.9404465;Sarre-Union, Saverne, Bas-Rhin, Grand Est, France métropolitaine, 67260, France;True
0671521P;48.9894363;48.9894363;Schleithal, Haguenau-Wissembourg, Bas-Rhin, Grand Est, France métropolitaine, 67160, France;True
0480362H;44.1998;44.1998;Saint-Martin-de-Boubaux, Florac, Lozère, Occitanie, France métropolitaine, 48160, France;True
0480576R;44.7047661;44.7047661;Serverette, Mende, Lozère, Occitanie, France métropolitaine, 48700, France;True
0311118X;43.4599858;43.4599858;Muret, Haute-Garonne, Occitanie, France métropolitaine, 31600, France;True
0490099S;47.4739884;47.4739884;Angers, Maine-et-Loire, Pays de la Loire, France métropolitaine, France;True
0491186Y;47.25417435;47.25417435;Saumur, Maine-et-Loire, Pays de la Loire, France métropolitaine, 49400, France;True
0890470C;48.0201831;48.0201831;Beugnon, Auxerre, Yonne, Bourgogne-Franche-Comté, France métropolitaine, 89570, France;True
0890993W;47.9411544;47.9411544;Villefranche, Auxerre, Yonne, Bourgogne-Franche-Comté, France métropolitaine, 89120, France;True
0891081S;47.7741815;47.7741815;Courgis, Auxerre, Yonne, Bourgogne-Franche-Comté, France métropolitaine, 89800, France;True
